cust_no,C1,C2
0x3b9b2511,210007.88,5
0xb2d08af8,140223.73,2
0xb2d08afe,14.1,1
0xb2d63719,250002.64,2
0xb2d34e14,3.96,21
0xb2d34e23,25.81,1
0xb2d34e29,40.25,1
0xb2d34e26,74.23,1
0xb2d34e2c,0.05,1
0xb2d83b6d,16.07,1
0xb2d0e8c7,0.0,1
0xb2d08b22,10.18,1
0xb2d5d581,2.11,1
0xb2d695db,100003.17,2
0xb2d08b1f,101.81,1
0xb2d5d590,807.88,1
0xb2d636ec,0.0,1
0xb2d636ef,550.9,1
0xb2d08b19,355440.89,9
0xb2d5d58d,3744.66,1
0xb2d5d58a,530442.72,6
0xb2d695fc,500568.2,3
0xb2d14678,0.24,1
0xb2d5d572,44.81,1
0xb2d14a59,1.39,2
0xb2d8faaa,1.42,1
0xb2d61283,99.4,1
0xb2d5d56c,370000.85,2
0xb2d6126e,369.88,1
0xb2d695f3,0.07,2
0xb2d6f78e,600003.75,2
0xb2d6960b,1222633.6,2
0xb2d22d4b,20.27,1
0xb2d69605,1392000.0,16
0xb2d695ff,3.24,1
0xb2d5d569,0.0,1
0xb2d0e8b2,336961.62,3
0xb2d6961d,0.36,1
0xb2d5d548,1081.11,1
0xb2d0e8be,0.0,1
0xb2d5b0c1,50000.0,2
0xb2d6123e,760045.05,3
0xb2d5b0be,180443.58,4
0xb2d9339b,0.0,1
0xb2d0e8a0,6.62,1
0xb2d8fa6b,4700.0,1
0xb2d1a7bf,61713.93,1
0xb2d933a4,0.0,1
0xb2d5777c,0.1,1
0xb2d61235,101006.16,2
0xb2d14639,829049.66,6
0xb2d5777f,100097.56,3
0xb2d22d69,0.02,1
0xb2d28ef2,8.96,1
0xb2d5b0af,42.6,1
0xb2d5b0d6,67578.81,3
0xb2d8fa53,100.04,1
0xb2d5b0d3,158664.68,12
0xb2d5779d,110816.26,3
0xb2d4ef53,321000.0,5
0xb2d6122c,646048.72,7
0xb2d83b2e,100.0,1
0xb2d577a6,71847.59,5
0xb2d519fe,420032.91,5
0xb2d83b28,0.43,1
0xb2d1f457,640000.0,3
0xb2d08ae3,1.4,1
0xb2d22d7b,0.48,1
0xb2d14a26,134000.0,4
0xb2d4ef62,529134.68,7
0xb2d22d81,38.77,1
0xb2d1a7b6,25251.58,1
0xb2d5b094,0.63,1
0xb2d552f2,23.19,1
0xb2d1f463,25768.89,1
0xb2d83b1f,20.33,1
0xb2d25208,1971126.36,7
0xb2d83b16,67902.0,1
0xb2d14615,692161.3,15
0xb2d14618,0.01,1
0xb2d22d9c,300004.69,2
0xb2d515e7,140916.31,5
0xb2d1f45d,1.0,1
0xb2d5b091,0.67,1
0xb2d22d99,1102.01,1
0xb2d552ec,97.27,1
0xb2d4f55f,3535.54,1
0xb2d1460f,420139.48,5
0xb2d28f22,2058.1,1
0xb2d28f19,2.26,1
0xb2d515f0,3837.01,1
0xb2d552f8,231.97,1
0xb2d5b0a9,476204.56,5
0xb2d1f47b,3451.74,1
0xb2d6964a,0.4,1
0xb2d1f472,0.56,1
0xb2d25217,310792.74,2
0xb2d0e894,11034.44,1
0xb2d0e891,289064.95,10
0xb2d515ff,113770.24,4
0xb2d515f9,0.0,2
0xb2d14a08,163.03,1
0xb2d5b0a3,79.29,1
0xb2d55304,0.0,2
0xb2d5b0a0,20000.53,3
0xb2d2520e,0.94,1
0xb2d14a02,1101776.61,8
0xb2d149ff,132015.5,3
0xb2d22da2,32.61,1
0xb2d28f0d,150008.62,3
0xb2d8fa8c,2700.0,1
0xb2d4f529,0.08,1
0xb2d4f52f,215161.1,3
0xb2d28f43,20.19,1
0xb2d1a810,2.48,1
0xb2d2b3af,8.83,1
0xb2d8d59c,1300000.0,1
0xb2d34e68,0.4,1
0xb2d2b3ac,0.51,1
0xb2d2b3a9,808028.62,7
0xb2d2ecca,827.74,1
0xb2d25244,95.97,1
0xb2d3d2c2,57.47,1
0xb2d28f25,312.15,1
0xb2d515d2,311082.55,4
0xb2d1a7fe,989.64,1
0xb2d515d8,50216.45,2
0xb2d552d7,0.0,1
0xb2d7558d,5.34,1
0xb2d75584,10236.95,1
0xb2d2ecbb,4945.56,1
0xb2d2b3d3,2.57,1
0x3b9b2565,222.8,1
0xb2d2ed0c,81.65,1
0xb2d2b3ca,4762.9,1
0xb2d2b3dc,1902211.86,5
0xb2d4f50b,180015.91,4
0xb2d4f511,0.37,2
0xb2d3d29b,59.25,1
0x3b9b255c,375810.83,3
0xb2d8d5c3,575000.42,5
0xb2d1a7f5,1.29,1
0xb2d14a3e,10.57,1
0xb2d2b3d6,204893.12,3
0xb2d4f514,0.0,1
0xb2d4f51a,0.0,1
0xb2d8d5e7,10.49,1
0x3b9b2556,11.82,1
0xb2d2ecfa,70196.15,5
0xb2d8d5de,373.4,1
0xb2d28f52,192130.07,3
0xb2d374f3,0.07,1
0xb2d2b3bb,8.51,1
0xb2d4f523,1690.33,1
0x3b9b2544,3047.83,1
0xb2d3d289,78.26,1
0xb2d1a7dd,1600.32,1
0xb2d14a4d,2.45,1
0x3b9b254a,109952.14,4
0xb2d2b3c4,899.3,1
0xb2d14a53,0.0,1
0xb2d1a7e0,0.99,1
0xb2d28db1,348.47,1
0xb2d81635,388001.39,6
0x3b9b24c3,382.15,1
0x3b9b24c9,4.71,1
0xb2d81638,50001.06,2
0xb2d3aca3,0.65,1
0xb2d34ccd,4602.42,1
0x3b9b24bd,68.5,2
0xb2d6f737,75001.05,3
0xb2d28dba,3.16,1
0xb2d40e35,8345.18,1
0xb2d28dbd,2506.05,1
0xb2d0e9e4,447045.67,3
0xb2d37379,1409999.04,3
0xb2d08c33,2.91,5
0xb2d3ac91,76.36,1
0xb2d0e9f0,1.84,1
0xb2d34cdc,469.21,1
0xb2d3ac8b,24554.54,2
0xb2d6f71f,1.96,1
0xb2d0e9ff,684112.26,3
0x3b9b24a8,3571888.16,15
0x3b9b24a5,4.52,2
0xb2d28dab,0.35,1
0xb2d0e9f6,870025.61,7
0xb2d2eb35,0.3,1
0xb2d28da5,1.42,1
0xb2d08c1e,9010.13,3
0xb2d34cee,1561.41,1
0xb2d6f725,33.06,1
0xb2d08c21,2.41,1
0xb2d61151,0.0,1
0xb2d2eb7a,311352.48,2
0xb2d6f770,815118.57,3
0xb2d6114b,390600.73,5
0xb2d61145,70610.21,5
0xb2d61148,104.06,1
0xb2d2eb77,11.28,1
0xb2d2eb71,14354.24,1
0xb2d6f755,1534.17,1
0xb2d32852,0.0,1
0xb2d40e62,25233.52,2
0xb2d3284c,0.0,1
0xb2d2eb6e,1786139.35,1
0xb2d61139,99.2,1
0xb2d61127,60012.19,3
0xb2d4cd9c,49.65,1
0xb2d8fa4a,2766.0,1
0xb2d0b0f0,233.75,11
0xb2d14ba9,43.0,1
0xb2d1a95d,0.4,2
0xb2d0b0ea,1127103.5,5
0xb2d16c52,882104.72,4
0xb2d147e6,16.18,1
0xb2d8fa32,3.21,1
0xb2d10ea7,0.0,1
0xb2d14bc1,684.21,1
0xb2d8fa35,500000.0,2
0xb2d69578,2.0,1
0xb2d5afb3,1870.94,1
0xb2d147dd,3.16,3
0xb2d6110c,562194.72,4
0xb2d08c6c,1.0,1
0xb2d8fa38,200710.42,2
0xb2d1a942,183676.23,2
0xb2d10eb6,0.0,1
0xb2d6f713,0.0,1
0xb2d0b123,557919.5,3
0xb2d5af83,143206.16,2
0xb2d61100,651.0,1
0xb2d61103,11.42,1
0xb2d490ac,4.18,1
0xb2d20768,2412.3,1
0xb2d34cf7,729807.33,6
0xb2d147a1,54.38,1
0xb2d4c9f4,1.46,1
0xb2d34d03,5771.56,1
0xb2d0b111,360406.18,6
0xb2d4c9d3,141279.28,1
0xb2d14b9a,371.81,1
0xb2d0ea1d,1388.79,1
0xb2d0ea20,0.92,1
0xb2d5af8c,36.84,1
0xb2d147b0,52846.62,2
0xb2d34d18,0.01,1
0xb2d0ea23,0.2,1
0xb2d0ea29,42090.35,2
0xb2d16ff4,0.18,1
0xb2d20798,963.8,1
0xb2d8f9f0,0.0,1
0xb2d432bf,0.05,1
0xb2d2691b,1.95,1
0xb2d8d581,1.83,1
0xb2d4ee00,520000.0,4
0xb2d9331d,1304.76,2
0xb2d4ee06,3371.29,1
0xb2d4ee03,300007.34,3
0xb2d16c13,1210.14,5
0xb2d20792,1.0,1
0xb2d4c99d,50819.59,2
0xb2d1a92a,1.0,1
0xb2d551c0,220000.21,1
0xb2d4cd7e,1230259.38,6
0xb2d16c10,183500.44,3
0xb2d16c0d,60.78,3
0xb2d17003,269865.13,3
0xb2d1a930,0.05,1
0xb2d4ee0f,30001.69,3
0xb2d4ee0c,451.48,1
0xb2d2079e,139.58,1
0xb2d16c31,1547060.89,4
0xb2d207b0,37.45,1
0xb2d10e8c,1068506.77,7
0xb2d551c6,1251030.59,4
0xb2d16fe2,878.32,1
0xb2d93308,1.0,1
0xb2d22c1f,96.93,1
0xb2d22c22,10.11,1
0xb2d0b0ba,670.94,3
0xb2d1a915,0.1,1
0xb2d16fe8,3392984.27,6
0xb2d16c22,0.0,1
0xb2d16feb,0.0,1
0xb2d16c25,20.75,2
0xb2d551d2,19.06,1
0xb2d207bc,0.0,1
0xb2d2690f,20422.01,1
0xb2d93311,50000.0,2
0xb2d207b3,650.64,1
0xb2d207c2,214.12,1
0xb2d2c6e1,6.84,1
0xb2d16bec,552014.57,5
0xb2d22c2e,12.0,1
0xb2d4ee2d,85.1,1
0xb2d14786,887.23,1
0xb2d1a8fd,358375.72,12
0xb2d14b5e,1248186.93,4
0xb2d8fa23,10002.0,2
0xb2d2694b,194560.07,4
0xb2d4f3f7,0.0,1
0xb2d2694e,5.1,1
0xb2d2c6de,200.76,1
0xb2d1477d,1.7,1
0xb2d10e50,10640125.05,5
0xb2d3d181,5662.17,1
0xb2d22c4c,2.0,1
0xb2d16bfb,1007007.17,5
0xb2d55199,0.16,1
0xb2d1a8e8,74.28,1
0xb2d10e5c,0.0,1
0xb2d551ab,118893.17,2
0xb2d8fa0e,22.5,1
0xb2d22c3d,202004.64,3
0xb2d4ee27,50315.03,1
0xb2d22c40,53.76,1
0xb2d8fa11,0.0,1
0xb2d1a8f4,1.4,2
0xb2d2696c,46.9,1
0xb2d3288b,226.5,1
0xb2d28dd8,4.63,1
0xb2d28dd2,4.75,1
0xb2d22c55,75.66,1
0xb2d28dde,0.65,1
0xb2d873c2,200.44,1
0xb2d1cde7,0.0,1
0xb2d1cde4,700000.0,5
0xb2d7551e,101.0,1
0xb2d1cdd2,906073.17,6
0xb2d22c6d,8146918.95,3
0xb2d373b2,353.94,1
0xb2d1cddb,0.95,1
0xb2d2695d,3.2,1
0xb2d4f3e2,167.42,1
0xb2d26963,0.05,1
0xb2d1cdcc,0.16,1
0x3b9b24f9,2.48,1
0xb2d8d530,1.86,1
0xb2d28dc9,33.01,1
0xb2d8d539,59.43,1
0xb2d22c64,10.75,1
0xb2d17021,105017.24,2
0xb2d16c40,182348.44,3
0xb2d1701b,410243.63,18
0xb2d3d13c,2618.22,1
0xb2d3accd,609319.03,3
0xb2d2eb9e,1.1,1
0xb2d28dfc,88542.73,1
0xb2d3739d,575.98,1
0xb2d2eb95,0.4,1
0xb2d28e0b,25000.38,2
0xb2d8d548,5.0,1
0xb2d93302,2.06,1
0xb2d17030,1.13,1
0xb2d22c79,1685310.33,7
0xb2d3acbb,36718.77,2
0x3b9b24db,3.77,2
0xb2d1a93c,0.0,1
0xb2d28de7,891.59,11
0xb2d1a936,50.88,1
0xb2d37388,7.45,1
0xb2d1a939,445014.92,11
0xb2d3acb5,2.08,1
0x3b9b24cf,410.45,2
0xb2d28df6,0.31,1
0xb2d8d55d,156.9,1
0x3b9b244b,660538.87,3
0xb2d69542,400.22,1
0xb2d28e26,1.01,1
0xb2d2ebd1,14151.87,1
0xb2d2ebce,139.52,1
0xb2d79178,9933.62,1
0xb2d2ebcb,0.93,1
0xb2d6f6b9,159.68,1
0xb2d2ebbf,6010.39,1
0xb2d63656,505.1,1
0xb2d373f4,8.85,1
0xb2d6953c,400.22,1
0xb2d6f6c2,50000.53,2
0xb2d0e97b,0.0,1
0xb2d6f6b3,300003.17,2
0xb2d6364a,250007.93,2
0xb2d40eb6,8.49,1
0xb2d28e11,799.7,1
0xb2d34d54,584.26,1
0xb2d7918d,0.51,1
0xb2d34d5d,581.15,1
0xb2d2ebaa,1.84,1
0xb2d373dc,0.0,1
0xb2d373df,40.36,1
0xb2d34d63,104.21,1
0xb2d373e2,1.07,1
0xb2d6363e,5.0,1
0xb2d34d66,95698.85,3
0xb2d40ecb,31.82,1
0xb2d63638,501000.0,4
0xb2d63632,1.0,1
0xb2d6f6f5,0.0,1
0xb2d3ad00,21.23,1
0xb2d69560,10060.55,2
0xb2d6f6e9,0.0,1
0xb2d4cdf3,15146.43,1
0xb2d5d4c1,413.85,1
0xb2d4cdf9,100004.71,2
0xb2d611b7,15.6,2
0xb2d6361a,1.0,1
0xb2d5d4a9,10207.88,2
0xb2d08bd9,75516.73,4
0xb2d63620,299.2,1
0xb2d75470,7.68,1
0xb2d1cd8d,93312.22,3
0xb2d5d4b2,33649.47,1
0xb2d5d4ac,81.21,1
0xb2d34d3f,191498.8,3
0xb2d2ebd4,137.08,1
0xb2d08bd0,98.99,2
0xb2d611a2,19840.67,1
0xb2d0e9b4,0.05,1
0xb2d6d202,13664.54,1
0xb2d5d48e,50527.29,2
0xb2d5b016,400038.23,3
0xb2d61193,60530.79,2
0xb2d5b019,401674.17,2
0xb2d576e9,248210.21,2
0xb2d6d208,1.3,1
0xb2d8f9d8,100000.0,3
0xb2d576e3,0.05,1
0xb2d8f9db,4.01,1
0xb2d5d49a,102807.9,3
0xb2d1a8dc,214221.38,3
0xb2d69509,200002.11,2
0xb2d6950c,40000.9,2
0xb2d1476e,53.22,1
0xb2d815f9,0.1,1
0xb2d14771,0.21,1
0xb2d08bfd,0.01,1
0xb2d4336a,38.61,1
0xb2d4910f,85860.7,2
0xb2d8f9b7,15.28,1
0xb2d57704,379795.62,6
0xb2d61181,304.79,1
0xb2d6117e,614.25,1
0xb2d61184,115.11,2
0xb2d08bf4,1927.27,2
0xb2d49103,4502.06,1
0xb2d576fe,14.34,1
0xb2d576f8,110341.0,3
0xb2d8f9c3,22141.08,1
0xb2d5d485,7317.73,1
0xb2d10e3b,550001.08,6
0xb2d4ce3b,2032.53,1
0xb2d55259,108388.82,3
0xb2d0b0ab,1.0,1
0xb2d0e98d,1.57,2
0xb2d69518,0.18,1
0xb2d6117b,84192.61,4
0xb2d6951b,400.22,1
0xb2d815ea,8.48,1
0xb2d6d22f,148.26,1
0xb2d576c5,102701.9,2
0xb2d43385,600717.29,7
0xb2d0b09f,1.0,1
0xb2d69515,96.47,1
0xb2d43394,460947.64,3
0xb2d51932,156005.96,6
0xb2d5d470,0.08,1
0xb2d4ce23,1621.13,1
0xb2d14b22,957163.15,5
0xb2d61166,441898.35,4
0xb2d34d84,262290.74,3
0xb2d34d81,583.75,1
0xb2d34d7e,581.8,1
0xb2d14b1f,0.15,1
0xb2d6952a,0.0,1
0xb2d5b001,331172.87,10
0xb2d4ce32,21.37,1
0xb2d0e9ab,0.0,1
0xb2d4ce2c,231.08,1
0xb2d576d4,10.03,1
0xb2d16f7c,207497.63,6
0xb2d4cdea,70029488.92,10
0xb2d1a8ac,219000.47,7
0xb2d932a5,10000.0,2
0xb2d22c82,296333.4,2
0xb2d5afcb,70000.0,2
0xb2d1a8af,1014082.61,9
0xb2d4f496,287053.67,2
0xb2d10df9,646.26,1
0xb2d1a8b2,1.0,1
0xb2d10e05,282224.79,7
0xb2d51902,16.7,1
0xb2d932b7,4607.57,1
0xb2d83a47,24.06,1
0xb2d4ee81,2030081.19,3
0xb2d4ee87,101.63,1
0xb2d55232,232.3,1
0xb2d8f984,0.01,1
0xb2d10e14,720736.81,5
0xb2d55244,70.75,1
0xb2d10e17,39.02,1
0xb2d4cddb,161.41,1
0xb2d16bb0,0.0,1
0xb2d1a897,500715.94,4
0xb2d22c9a,0.9,7
0xb2d576b0,0.0,1
0xb2d1a89a,0.22,1
0xb2d10e20,3.17,1
0xb2d16baa,2.32,1
0xb2d10e1d,550000.0,4
0xb2d4cde4,13.02,1
0xb2d22c88,721849.01,1
0xb2d932a2,1.0,1
0xb2d4ee72,63.51,1
0xb2d9329c,1.0,1
0xb2d22c8e,55.15,1
0xb2d16ba4,0.93,1
0xb2d1a8a6,0.0,1
0xb2d4f463,172.77,1
0xb2d0e966,276.49,9
0xb2d14ae0,131017.88,2
0xb2d22cac,14.09,1
0xb2d14711,50.33,1
0xb2d551ff,24000001.0,2
0xb2d1a888,86.13,1
0xb2d14ae6,43.35,1
0xb2d551fc,223.89,1
0xb2d551f9,10.96,1
0xb2d22c9d,1730038.97,7
0xb2d146fc,3.27,1
0xb2d8d52d,0.17,1
0xb2d8d52a,5.36,1
0xb2d22ca0,100252.22,2
0xb2d28e29,6.91,1
0xb2d4eeb1,100.39,1
0xb2d22ca3,262890.71,4
0xb2d1a894,0.99,1
0xb2d1a891,2064285.02,6
0xb2d14720,7.42,1
0xb2d55214,2.57,1
0xb2d4f487,0.0,1
0xb2d932cc,1.0,1
0xb2d14714,782213.62,5
0xb2d4ee9f,0.01,1
0xb2d815a8,1.06,1
0xb2d4f48a,170424.86,4
0xb2d14af2,6.29,1
0xb2d5521d,50079.01,2
0xb2d7ef65,0.0,1
0xb2d754ac,0.0,1
0xb2d16fbe,100094.7,2
0xb2d4f451,4.13,1
0xb2d37430,2.74,1
0x3b9b248d,1000534.43,7
0xb2d3742d,0.67,1
0xb2d7b650,3.52,1
0xb2d3742a,20.81,1
0xb2d4f457,3.52,1
0xb2d1cd4e,0.0,1
0xb2d16fc4,12.13,1
0xb2d1cd57,475937.59,3
0x3b9b247e,288756.93,6
0xb2d37439,145.32,1
0x3b9b2484,51.17,1
0xb2d16fca,330061.31,6
0xb2d6f6fe,150099.61,2
0xb2d4f460,8.34,1
0xb2d1cd45,1617175.91,9
0xb2d10e26,0.16,1
0xb2d3741b,6.12,1
0xb2d8d4dc,160.0,1
0xb2d37418,74.0,1
0xb2d7919c,47.63,1
0xb2d28e86,40504.43,4
0xb2d8d4d0,762039.62,6
0xb2d3741e,37.21,1
0xb2d16be0,228600.14,2
0xb2d40e8f,0.02,1
0xb2d1cd36,332357.29,8
0xb2d16f94,0.0,1
0xb2d28e65,1.0,1
0xb2d2ec01,295.68,1
0xb2d16f97,0.0,2
0xb2d1a8c1,550000.0,3
0xb2d8d4ee,6518.52,1
0xb2d37406,6.33,1
0xb2d16f9d,260.94,1
0xb2d3ad3c,42182.84,3
0xb2d16bd7,0.0,1
0xb2d2ebf8,88.82,1
0xb2d40e95,0.0,1
0xb2d37409,373.51,1
0xb2d16fa0,0.0,1
0xb2d8d4e8,60000.0,2
0xb2d3740c,27.38,1
0xb2d1a8d0,8.76,1
0xb2d31292,0.46,1
0xb2d39ab2,210438.05,4
0xb2d31289,19.01,1
0xb2d31286,5.52,1
0xb2d39ab8,4.9,1
0xb2d39abe,282484.57,5
0xb2d39abb,930271.33,6
0xb2d31283,30.15,1
0xb2d43568,133.8,1
0xb2d83d5f,0.79,1
0xb2d3127a,3.39,1
0xb2d3127d,0.91,1
0xb2d49316,0.23,1
0xb2d39a94,158008.19,2
0xb2d31274,1.98,1
0xb2d39a97,7.66,1
0xb2d2b4d2,3626.04,1
0xb2d39aa6,140017.2,4
0xb2d3126e,3.34,1
0xb2d4357d,29.05,1
0xb2d3d3ca,210358.49,3
0xb2d3126b,70.77,1
0xb2d8fcba,1.0,1
0xb2d3d3bb,291534.64,3
0xb2d8fcc0,0.0,1
0xb2d83d3e,0.0,1
0xb2d4f0bb,447453.25,5
0xb2d8fca5,0.0,1
0xb2d3d3a6,202932.56,2
0xb2d89f21,0.9,1
0xb2d45a07,37126.76,2
0xb2d45a25,0.0,1
0xb2d1710e,693143.62,8
0xb2d375ec,0.0,1
0xb2d63866,1.42,1
0xb2d6bcab,5302.68,1
0xb2d6bcb1,210850.08,3
0xb2d10f85,0.0,3
0xb2d45a2b,200436.99,3
0xb2d17114,73.69,1
0xb2d45a19,551932.89,2
0xb2d8048c,300007.07,3
0xb2d63851,1185.66,1
0xb2d0b1ce,206827.39,3
0xb2d16d36,19.93,1
0xb2d17108,0.17,1
0xb2d22e95,9753.5,1
0xb2d0b1c5,1006189.75,3
0xb2d1f57a,2.31,1
0xb2d22ead,1279.08,3
0xb2d5d6c5,1.66,1
0xb2d5d6c2,3.0,1
0xb2d6bcd8,9.42,1
0xb2d22eb3,322.03,2
0xb2d2902a,61.83,1
0xb2d10f5e,500352.91,4
0xb2d1f574,94.88,1
0xb2d375d4,453.91,1
0xb2d22ea1,224345.88,1
0xb2d10f76,719404.1,9
0xb2d4b800,13.75,1
0xb2d1f58f,0.0,1
0xb2d6bcc3,3.86,1
0xb2d63824,25416.04,1
0xb2d6bcc0,2219848.61,3
0xb2d22ebf,0.0,1
0xb2d29024,100000.0,3
0xb2d16d06,237961.59,2
0xb2d2edf3,254154.51,3
0xb2d25346,4594810.05,11
0xb2d8c38a,20000.0,2
0xb2d578f3,1051021.68,6
0xb2d25343,4.61,1
0xb2d170ea,0.64,1
0xb2d16d03,1805323.98,11
0xb2d8c37e,8200.0,1
0xb2d8c381,10000.0,2
0xb2d16cfa,290000.86,14
0xb2d92132,234700.0,2
0xb2d8c384,280000.0,2
0xb2d22ed1,3041200.5,14
0xb2d22ed4,150.98,1
0xb2d25334,403099.54,3
0xb2d2905d,0.0,1
0xb2d1f5a7,4444.0,1
0xb2d6bcde,0.0,1
0xb2d22ece,40.81,1
0xb2d170d2,27626.8,1
0xb2d2ede4,12468.19,1
