cust_no,C1,C2
0xb2d22d39,2.89,1
0xb2d146a8,0.2,1
0xb2d5b02e,8.13,1
0xb2d4f4f9,1.31,1
0xb2d4f4fc,407757.3,3
0xb2d55289,0.12,1
0xb2d83b73,109.23,1
0xb2d696b6,3.6,1
0xb2d83b79,880000.0,3
0xb2d22d33,67.38,3
0xb2d5b022,224185.31,4
0xb2d8fb04,255.0,1
0xb2d5b01f,73.08,1
0xb2d2ec67,0.47,1
0xb2d2ec64,11.07,1
0xb2d1a876,93.1,2
0xb2d28eb0,38.06,1
0xb2d28eb3,0.0,1
0xb2d55271,1062.29,1
0xb2d28eb9,0.0,1
0xb2d28ebc,68.06,1
0xb2d34dff,17679.11,1
0xb2d40ef2,255019.16,9
0xb2d1a864,0.0,1
0xb2d37493,3132195.13,5
0xb2d1a85b,0.64,1
0xb2d8fabf,0.0,1
0xb2d40efb,2303107.5,20
0xb2d40efe,9.48,1
0xb2d40ef8,10.62,1
0xb2d2ec82,10.08,1
0xb2d1a86a,93.1,2
0xb2d14ab3,212740.55,2
0xb2d40f07,187293.38,3
0xb2d2ec7c,5.68,1
0xb2d2ec79,897016.7,2
0xb2d28ee0,0.11,1
0xb2d28ed7,250013.79,6
0xb2d40f0a,438080.57,3
0xb2d63668,51.15,1
0xb2d1a852,0.01,1
0xb2d34e35,10.27,1
0xb2d63743,435144.84,5
0xb2d374ed,0.43,1
0xb2d374e7,0.67,1
0xb2d6f7a3,33038.47,3
0xb2d4f568,483071.62,5
0x3b9b2529,210371.88,7
0xb2d3d265,240017.76,3
0xb2d6373a,99.22,1
0xb2d374c3,9993.74,1
0xb2d6373d,500011.32,3
0x3b9b252c,1.0,1
0xb2d63737,900078.83,5
0xb2d6f797,0.22,1
0xb2d2ec9a,0.0,1
0xb2d6372e,70001.59,4
0xb2d43418,2889790.86,4
0x3b9b2511,240074.07,6
0x3b9b250e,176.35,2
0xb2d08af8,140223.95,2
0xb2d08afe,14.11,1
0xb2d6371c,0.0,1
0xb2d63719,250002.64,2
0xb2d34e14,8.31,21
0xb2d6f7d0,0.35,1
0xb2d491db,90.48,1
0xb2d43445,102.76,1
0xb2d374ab,33142.55,1
0xb2d4343f,469.27,1
0xb2d63707,0.31,1
0xb2d6f7ca,0.0,1
0xb2d9585b,1.0,1
0xb2d83b6d,116.09,1
0xb2d0e8c7,0.0,1
0xb2d5d581,2.11,1
0xb2d08b1f,101.91,1
0xb2d08b19,355000.0,9
0xb2d5d58d,23096.84,1
0xb2d5d58a,530106.56,6
0xb2d61280,91551785.62,4
0xb2d695fc,500626.82,3
0xb2d14678,0.24,1
0xb2d14a59,1.39,2
0xb2d695f3,0.7,2
0xb2d0e8e5,886.58,2
0xb2d0e8e2,8.61,2
0xb2d43469,50095.32,2
0xb2d6960e,255332.94,2
0xb2d6f78b,168.09,1
0xb2d69611,50.25,1
0xb2d69605,1397000.0,17
0xb2d577af,203334.21,2
0xb2d5d563,5048.8,1
0xb2d0e8b5,203.98,1
0xb2d61256,1494.47,1
0xb2d577d0,0.79,2
0xb2d577cd,5584.08,1
0xb2d5d548,1083.3,1
0xb2d0e8be,0.0,1
0xb2d22d4e,0.36,1
0xb2d22d51,0.06,1
0xb2d6123e,810084.72,3
0xb2d5b0be,181699.74,2
0xb2d519e6,141.99,1
0xb2d5b0b8,6243.07,1
0xb2d8fa71,85.54,1
0xb2d83b34,4.62,1
0xb2d6123b,292075.81,5
0xb2d61235,101006.17,2
0xb2d14639,830302.5,6
0xb2d5777f,101876.99,2
0xb2d22d69,0.02,1
0xb2d28ef2,8.97,1
0xb2d8d5ed,200005.05,2
0xb2d8fa74,0.0,1
0xb2d8fa77,88.27,1
0xb2d5b0af,42.64,1
0xb2d1a7cb,4.97,1
0xb2d5b0d6,67018.3,3
0xb2d5b0d3,169993.64,13
0xb2d5b0d0,0.22,1
0xb2d4ef53,321010.58,5
0xb2d6122c,658384.84,6
0xb2d83b2e,100.1,1
0xb2d577a6,71847.72,5
0xb2d83b28,0.5,1
0xb2d1f457,640004.64,3
0xb2d8fa5c,86.39,1
0xb2d08ae3,1.4,1
0xb2d1a7b0,1.0,1
0xb2d4ef62,529134.81,7
0xb2d22d81,38.81,1
0xb2d1a7b6,26648.0,1
0xb2d25208,1971135.94,7
0xb2d14615,692292.94,15
0xb2d14618,0.01,1
0xb2d22d9c,300004.72,2
0xb2d515e7,213055.09,6
0xb2d1f45d,1.0,1
0xb2d1460f,440393.09,4
0xb2d519c5,0.0,1
0xb2d5b082,11.78,1
0xb2d22d90,20.24,1
0xb2d5b0a9,472889.72,5
0xb2d95819,171124.12,3
0xb2d69647,83.53,1
0xb2d6964a,0.4,1
0xb2d1f472,0.56,1
0xb2d25217,310793.51,2
0xb2d1462d,0.0,1
0xb2d69644,65223.54,1
0xb2d0e891,272355.17,9
0xb2d515ff,113775.36,4
0xb2d55304,1.11,1
0xb2d5b0a3,79.37,1
0xb2d95813,1.0,1
0xb2d8fa83,9.2,1
0xb2d6963b,5009.47,1
0xb2d5b0a0,230007.4,5
0xb2d6963e,4.79,1
0xb2d28f04,31.21,1
0xb2d69638,87000.0,4
0xb2d8fa89,301131.27,2
0xb2d14a02,1101776.55,8
0xb2d28f0d,150008.63,3
0xb2d8fa8c,12.14,1
0xb2d149fc,43.24,1
0xb2d2522c,136.36,1
0xb2d25229,0.0,1
0xb2d4f52f,108070.0,2
0xb2d28f43,20.21,1
0xb2d28f3d,39.81,2
0xb2d1a810,2.48,1
0xb2d2ecd6,100.88,1
0xb2d2b3af,12.6,1
0xb2d8d59c,850589.52,1
0xb2d2b3ac,0.51,1
0xb2d2b3a9,808036.35,7
0xb2d1f4a2,3.0,1
0xb2d4f544,6.56,1
0xb2d515d2,311844.7,4
0xb2d1a7fe,990.6,1
0xb2d1a7f8,2025.66,2
0xb2d552d7,23.9,1
0xb2d552e9,0.02,1
0xb2d75584,4238.42,1
0xb2d28f2e,88.61,1
0xb2d2b3d3,2.57,1
0xb2d2b3d0,130029.35,2
0x3b9b2565,223.02,1
0xb2d8d5c9,1.77,1
0xb2d1a7e3,5.13,1
0xb2d1a7e9,0.0,1
0xb2d2b3dc,1951051.9,6
0xb2d4f50b,122430.69,2
0xb2d4f511,1.71,2
0x3b9b255c,201778.69,2
0xb2d1a7f2,61.37,1
0xb2d2ed03,581.0,1
0xb2d2b3d9,7.56,1
0xb2d1a7f5,1.29,1
0xb2d14a3e,10.3,1
0xb2d2b3d6,221311.54,3
0xb2d4f514,1094.33,1
0xb2d8d5e7,0.98,1
0xb2d28f4f,204268.95,1
0xb2d2ecfa,70196.34,5
0xb2d8d5e1,206003.76,2
0xb2d374f3,37.72,1
0xb2d1a7ce,1.14,1
0xb2d2b3bb,8.52,1
0xb2d4f523,1388.35,1
0xb2d2525c,0.68,1
0xb2d8d5d5,1.08,1
0x3b9b254a,99211.59,5
0xb2d14a53,0.06,1
0xb2d1a7e0,0.99,1
0xb2d81635,388012.05,6
0xb2d8162f,21.14,1
0xb2d40e29,204069.92,2
0xb2d28db7,6.74,1
0xb2d81638,50001.06,2
0xb2d3aca3,0.65,1
0xb2d34ccd,1692.86,1
0xb2d3aca0,85.78,1
0xb2d3acb2,37.22,1
0x3b9b24bd,68.59,2
0xb2d28dbd,2508.48,1
0xb2d0e9e4,447045.71,3
0xb2d37379,1410809.58,3
0xb2d08c33,2.91,5
0xb2d6f728,3999.41,1
0xb2d2eb41,1016656.67,7
0xb2d0e9ff,674801.41,3
0x3b9b24a8,3571024.88,15
0x3b9b24a5,4.52,2
0xb2d2eb32,201.65,1
0xb2d0e9f6,880032.63,7
0xb2d40e4a,3185.08,1
0xb2d28da5,1.42,1
0xb2d08c1b,53.26,1
0xb2d08c1e,14093.25,3
0xb2d6f725,24.14,1
0xb2d61151,0.0,1
0xb2d75503,0.12,1
0xb2d2eb7a,313095.33,3
0xb2d6f770,816827.17,3
0xb2d6114b,470611.16,6
0xb2d61145,70610.81,5
0xb2d32849,9.01,1
0xb2d6114e,6.04,1
0xb2d3ac85,81.85,1
0xb2d32852,0.0,1
0xb2d2eb65,0.1,1
0xb2d28dc3,5.55,1
0xb2d2eb6e,1696665.18,1
0xb2d61142,11.15,1
0xb2d6f75b,190.18,1
0xb2d6f749,400083.37,2
0xb2d1cdf3,0.05,1
0xb2d40e74,461.17,1
0xb2d6f74f,1577.56,1
0xb2d83af2,40.18,1
0xb2d6112a,5.93,1
0xb2d14baf,222.04,1
0xb2d4cd9c,42.71,1
0xb2d8fa4a,1.57,1
0xb2d0b0f0,233.98,11
0xb2d1a95d,0.4,2
0xb2d6111b,50765.73,1
0xb2d432ef,276.17,1
0xb2d61112,352963.96,4
0xb2d957cb,1.0,1
0xb2d16c52,901888.62,3
0xb2d08c7b,1.0,1
0xb2d10ea7,0.0,1
0xb2d957c5,255000.0,2
0xb2d14bc1,684.87,1
0xb2d61109,12109.5,1
0xb2d5afb3,1872.76,1
0xb2d957d1,1.0,1
0xb2d147dd,3.16,3
0xb2d08c6c,1.0,1
0xb2d8fa38,200720.87,2
0xb2d6f713,100.32,1
0xb2d6f716,0.25,1
0xb2d95807,175.14,1
0xb2d0ea05,0.59,1
0xb2d490ac,50.62,1
0xb2d20768,2582.34,1
0xb2d34cf7,753348.63,6
0xb2d551e7,896.3,1
0xb2d4cdcf,5.35,1
0xb2d69587,94000.0,4
0xb2d0ea0b,14.18,1
0xb2d4909d,200731.71,2
0xb2d34cfa,704346.24,2
0xb2d4c9f4,1.46,1
0xb2d0b114,37.85,1
0xb2d0b111,380039.56,7
0xb2d551f3,0.44,1
0xb2d957f2,1.0,1
0xb2d0ea1d,1390.14,1
0xb2d81647,210020.95,5
0xb2d2078c,0.17,1
0xb2d5af8c,36.88,1
0xb2d34d18,0.01,1
0xb2d147ad,560256.63,4
0xb2d0ea29,40465.2,2
0xb2d16c16,5.7,1
0xb2d20798,965.03,1
0xb2d10e7a,69.58,1
0xb2d9331d,704.96,2
0xb2d4ee06,2706.21,1
0xb2d4ee03,330009.57,4
0xb2d93320,200000.0,2
0xb2d16c13,1214.52,5
0xb2d20795,45001.9,3
0xb2d20792,1.0,1
0xb2d4c99d,51385.25,1
0xb2d1a92a,1.0,1
0xb2d551c0,220213.85,1
0xb2d4cd7e,1240136.55,6
0xb2d16c10,186699.9,3
0xb2d16c0d,60.84,3
0xb2d26921,2.4,1
0xb2d9332c,1311.27,1
0xb2d17003,279904.52,1
0xb2d93329,274973.27,2
0xb2d2079e,101.33,1
0xb2d14b7f,0.0,1
0xb2d16c31,1569853.11,4
0xb2d10e8c,1204531.04,10
0xb2d551c6,1251038.02,4
0xb2d10e86,0.63,1
0xb2d9330e,2684.83,1
0xb2d49073,9.42,1
0xb2d22c1f,194.35,1
0xb2d16fe8,3392985.23,6
0xb2d16feb,0.0,1
0xb2d16c25,20.77,2
0xb2d551d2,33.77,1
0xb2d93311,50000.53,2
0xb2d93317,0.34,1
0xb2d1a921,28.22,2
0xb2d16c1c,93.88,1
0xb2d16bec,552998.88,5
0xb2d93350,39.37,1
0xb2d22c31,6.75,1
0xb2d1a8fa,16.33,1
0xb2d3d190,529079.05,2
0xb2d1a8fd,320097.09,12
0xb2d8fa23,10002.32,2
0xb2d2694b,179715.51,4
0xb2d83a98,0.0,1
0xb2d2c6de,200.95,1
0xb2d22c2b,2.09,1
0xb2d8fa26,59.6,1
0xb2d8fa29,0.0,1
0xb2d10e50,5578145.55,5
0xb2d2692a,615.74,1
0xb2d14b70,11.35,1
0xb2d1a8eb,1.0,1
0xb2d1a8e8,74.35,1
0xb2d8fa0b,30.94,1
0xb2d551ab,224089.36,7
0xb2d8fa0e,22.54,1
0xb2d551a8,0.0,1
0xb2d16bf8,6000.19,2
0xb2d93344,0.5,1
0xb2d22c43,0.9,1
0xb2d8fa11,1.71,1
0xb2d10e65,100449.8,3
0xb2d3d172,300204.28,4
0xb2d1a8f4,1.4,2
0xb2d14b67,97.56,1
0xb2d28dcf,304.24,1
0xb2d373ca,20148.68,1
0xb2d4ee5a,50005.72,1
0xb2d3d16f,173.56,1
0xb2d4ee54,2.11,1
0xb2d373c4,0.0,1
0xb2d22c55,75.73,1
0xb2d1cde4,900008.49,6
0xb2d1cdd2,905004.18,6
0xb2d22c6d,8154289.19,3
0xb2d2c6ea,14039.83,1
0xb2d2c6ed,103852.85,2
0x3b9b24f9,2.48,1
0xb2d8d530,1.9,1
0xb2d8d539,1.12,1
0xb2d4ee48,123937.66,4
0xb2d16c43,388.95,1
0xb2d16c40,182350.72,3
0xb2d1701b,397210.17,19
0xb2d3accd,610823.82,3
0xb2d3d13c,1724.51,1
0x3b9b24f3,0.01,1
0xb2d28dfc,81829.01,1
0xb2d28dff,23.04,1
0xb2d16c37,7.62,1
0xb2d16c3a,4.58,1
0xb2d2eb95,0.4,1
0xb2d16c34,0.05,2
0xb2d373af,0.63,1
0xb2d2eb98,5.56,1
0xb2d8d548,5.1,1
0xb2d22c79,1186204.2,7
0xb2d1700c,50000.41,3
0x3b9b24db,3.77,2
0xb2d1700f,29730.52,1
0xb2d1a93c,0.0,1
0xb2d28de7,892.46,11
0xb2d83ada,0.0,1
0xb2d1a939,434941.26,12
0xb2d1cd9f,0.0,1
0xb2d32882,0.17,1
0x3b9b24cf,393.95,2
0x3b9b24cc,6.87,1
0xb2d28df9,87.72,1
0xb2d8d55d,3.87,1
0xb2d6f6c5,164.34,1
0x3b9b244b,672560.56,3
0xb2d69542,400.61,1
0xb2d40ea1,0.53,1
0xb2d79172,136556.05,3
0xb2d373f1,30140.26,1
0xb2d79175,309.23,1
0xb2d40eaa,11203484.01,3
0xb2d373f4,8.86,1
0xb2d373fa,3.33,1
0xb2d34d4b,132.84,1
0xb2d373f7,66.78,1
0xb2d6f6c2,50000.53,2
0xb2d6f6b3,300003.17,2
0xb2d0e978,111.4,1
0xb2d6955a,40.16,1
0xb2d40eb6,8.5,1
0xb2d9579e,330000.0,2
0xb2d28e1a,1.31,1
0xb2d34d57,691.16,1
0xb2d373d9,1.58,1
0xb2d79184,0.57,1
0xb2d34d5a,4460.1,1
0xb2d28e20,43.32,1
0xb2d0e981,474938.39,4
0xb2d40ec2,475067.28,5
0xb2d6d250,1469.72,1
0xb2d2ebb0,1.81,1
0xb2d2ebad,3.86,1
0xb2d373e2,1.07,1
0xb2d40ecb,31.85,1
0xb2d63638,501028.53,4
0xb2d6f6f5,0.46,1
0xb2d75485,130003.49,3
0xb2d40ed1,364491.21,2
0xb2d3acfd,22.83,1
0xb2d4cdf9,100004.71,2
0xb2d5770a,50027.4,3
0xb2d611b7,15.62,2
0xb2d6361d,1481.45,1
0xb2d611ba,0.0,1
0xb2d63620,372.26,1
0xb2d1cd8d,93318.49,3
0xb2d7546d,184074.71,1
0xb2d611a8,0.0,2
0xb2d5d4b2,12462.45,1
0xb2d2ebda,21.19,1
0xb2d79169,10.07,1
0xb2d7916c,1.0,1
0xb2d3ace5,75.38,1
0xb2d5d4ac,81.63,1
0xb2d34d3f,191562.75,3
0xb2d08bd0,99.09,2
0xb2d1475c,1.0,1
0xb2d0b07b,916.41,2
0xb2d8f9cf,438052.35,5
0xb2d6d205,603885.83,3
0xb2d5b013,103073.6,2
0xb2d0e9c3,1.04,1
0xb2d6d208,481.6,1
0xb2d43364,19521.33,1
0xb2d8f9d8,100003.17,3
0xb2d1a8e2,0.06,2
0xb2d8f9db,4.01,1
0xb2d1a8dc,214223.68,3
0xb2d0b06f,0.0,1
0xb2d46ca6,165438.2,3
0xb2d95750,1.0,1
0xb2d932ea,0.5,1
0xb2d1476b,1200094.29,4
0xb2d0e9c9,300091.97,4
0xb2d49115,5043.31,1
0xb2d14771,0.21,1
0xb2d4910f,86605.23,2
0xb2d5d482,61326.5,5
0xb2d8f9b7,140.7,1
0xb2d57704,383434.18,6
0xb2d57701,481715.25,5
0xb2d9575c,0.5,1
0xb2d61184,115.22,2
0xb2d08bf4,1929.14,2
0xb2d49103,4534.59,1
0xb2d8f9c0,100003.17,2
0xb2d5d48b,0.88,1
0xb2d5d485,17380.83,1
0xb2d10e3b,550003.03,6
0xb2d6951e,3024.72,1
0xb2d55259,99422.16,3
0xb2d6951b,400.61,1
0xb2d6d22f,318.03,1
0xb2d576c5,153834.24,2
0xb2d43385,600731.56,7
0xb2d0b0a5,1883.6,1
0xb2d0b09f,1.0,1
0xb2d43394,660131.16,4
0xb2d4eecf,172.3,1
0xb2d0e993,0.0,1
0xb2d5154e,0.88,1
0xb2d576bf,0.0,1
0xb2d51932,156005.97,6
0xb2d5d476,410886.75,2
0xb2d5b010,0.04,1
0xb2d14b22,958681.64,5
0xb2d61169,227.55,1
0xb2d61166,441220.01,4
0xb2d576e0,390860.01,2
0xb2d49139,470562.9,3
0xb2d69527,30144.76,2
0xb2d6952a,0.0,1
0xb2d5b001,331376.09,9
0xb2d4ce32,21.39,1
0xb2d4cdea,103243137.05,11
0xb2d8d50c,45.55,1
0xb2d1a8ac,204049.07,6
0xb2d14b0a,80010.23,2
0xb2d518fc,151300.76,1
0xb2d1a8af,1021327.2,9
0xb2d10e0b,2.11,1
0xb2d10e05,317101.39,8
0xb2d932b7,4608.83,1
0xb2d4ee81,2030082.24,3
0xb2d4ee87,101.73,1
0xb2d1a8b5,4.45,2
0xb2d10e14,723293.55,5
0xb2d10e17,39.06,1
0xb2d0b048,0.02,1
0xb2d10e11,88.07,1
0xb2d8d51e,501877.82,2
0xb2d4ee63,0.07,1
0xb2d93296,12800.0,2
0xb2d8d518,7786.8,1
0xb2d22c9a,5.04,7
0xb2d1a89d,20.3,1
0xb2d10e1d,550000.0,4
0xb2d4cde4,13.36,1
0xb2d5524a,1144.56,1
0xb2d932a2,1.0,1
0xb2d1a8a0,1.4,1
0xb2d9329c,256.88,1
0xb2d22c8e,51.78,1
0xb2d0b039,0.03,1
0xb2d4f463,172.94,1
0xb2d932d5,17.5,1
0xb2d0e966,276.76,9
0xb2d14ae0,131120.68,2
0xb2d14711,50.38,1
0xb2d551ff,24000001.0,2
0xb2d1a888,86.21,1
0xb2d95744,20.25,1
0xb2d22c9d,2106050.57,8
0xb2d932de,23000.25,3
0xb2d8d52a,5.12,1
0xb2d22ca0,160252.46,2
0xb2d14705,248.11,2
0xb2d22ca3,260008.9,4
0xb2d22ca6,51.92,1
0xb2d1a894,0.99,1
0xb2d1a891,2071443.44,6
0xb2d8f98a,1.0,1
0xb2d55217,3.03,1
0xb2d16b89,402723.87,2
0xb2d22cbe,78.22,1
0xb2d10df6,0.0,3
0xb2d932cc,2.65,1
0xb2d14714,765395.72,4
0xb2d518f3,50960.45,1
0xb2d815a8,1.06,1
0xb2d51518,75767.75,2
0xb2d14717,103.43,4
0xb2d4f48a,470452.46,5
0xb2d28e50,0.0,2
0xb2d2ebe9,626.91,1
0xb2d28e47,0.75,1
0xb2d28e4a,0.54,1
0xb2d7ef6b,1006.14,1
0xb2d28e53,0.02,1
0xb2d22cc7,1.65,2
0x3b9b248a,0.11,1
0xb2d28e32,6216.7,1
0x3b9b248d,1400999.77,9
0xb2d6f70d,1.69,1
0xb2d1cd4e,0.0,1
0xb2d16fc4,12.14,1
0xb2d1cd57,482373.55,4
0xb2d37439,145.46,1
0xb2d16fca,330064.15,6
0xb2d6f6fe,150099.71,2
0xb2d4f460,8.76,1
0xb2d1cd45,1429980.63,8
0xb2d10e26,0.16,1
0xb2d28e7d,0.0,1
0xb2d8d4d9,21.07,1
0xb2d28e74,3.13,1
0xb2d8d4dc,160.16,1
0xb2d3d1bd,32.38,1
0xb2d1a8d3,22027.82,1
0xb2d37418,74.07,1
0xb2d7ef3e,13.09,1
0xb2d16fb5,0.51,1
0xb2d28e86,80406.79,6
0xb2d2ec0a,143.0,1
0xb2d37427,0.03,1
0xb2d8d4d0,762047.71,6
0xb2d2ec04,43.53,1
0xb2d40e8f,0.02,1
0xb2d1cd36,332361.01,8
0xb2d897dd,8.32,1
0x3b9b2460,0.0,1
0xb2d16f97,0.0,2
0xb2d1a8c1,750000.0,4
0xb2d1a8be,10.14,1
0xb2d28e62,664.13,1
0xb2d3ad3c,42175.16,2
0xb2d2ebf8,88.91,1
0xb2d28e6e,2.98,1
0xb2d37409,359.34,1
0xb2d16fa0,0.0,1
0xb2d28e71,0.0,1
0xb2d1a8cd,7.17,1
0xb2d37412,0.17,1
0xb2d3f84e,0.0,1
0xb2d3128f,31.52,1
0xb2d8043b,2.87,1
0xb2d3d3e8,0.86,1
0xb2d43565,704875.44,6
0xb2d39ab8,4.9,1
0xb2d39abe,282486.76,5
0xb2d39abb,624631.15,7
0xb2d77c2a,2.36,1
0xb2d83d5f,0.34,1
0xb2d43574,10.06,1
0xb2d43577,101.49,1
0xb2d31271,89.56,1
0xb2d8fcbd,10.01,2
0xb2d3d3bb,291535.16,3
0xb2d8fcc0,0.0,1
0xb2d34f79,376962.99,2
0xb2d459ec,331.06,1
0xb2d3d3af,35.36,1
0xb2d37625,263.01,1
0xb2d45a0d,34068.65,1
0xb2d4f0bb,447718.59,5
0xb2d8fca5,0.0,1
0xb2d3d3a6,203645.03,2
0xb2d37604,44.67,1
0xb2d49346,5.04,1
0xb2d0b1a4,4238.3,2
0xb2d37613,2639.94,1
0xb2d16d2d,4.68,1
0xb2d1710e,703039.56,9
0xb2d6bcab,7807.49,1
0xb2d6bcb1,211461.37,3
0xb2d0b1e3,468.52,1
0xb2d45a2b,200440.69,3
0xb2d22e7d,360198.16,3
0xb2d45a19,552426.56,2
0xb2d8048c,300007.49,3
0xb2d63854,50002.11,2
0xb2d6bcb4,3.02,1
0xb2d16d1b,0.0,1
0xb2d16d42,16.03,1
0xb2d22e9b,65.81,1
0xb2d97f10,1.0,1
0xb2d6384b,600611.15,3
0xb2d63851,1186.21,1
0xb2d0b1ce,206834.02,3
0xb2d6bc9c,320013.97,3
0xb2d45a2e,42730.6,2
0xb2d97f07,1.0,1
0xb2d6383f,199002.1,2
0xb2d22e92,27.94,1
0xb2d17108,0.17,1
0xb2d0b1c5,1002414.86,4
0xb2d1f57a,2.31,1
0xb2d6bcd2,0.04,1
0xb2d22ead,1280.32,3
0xb2d29027,3.71,1
0xb2d10f5e,500028.46,4
0xb2d6383c,0.0,1
0xb2d29033,6.01,1
0xb2d29039,22.09,1
0xb2d10f76,721458.2,9
0xb2d22ec2,23.3,1
0xb2d6bcc3,3.86,1
0xb2d22ec8,3.17,1
0xb2d5d6b3,100.35,1
0xb2d6bcc0,2223467.41,3
0xb2d6bcc6,60055.56,1
0xb2d80447,10.01,1
0xb2d2901e,61.77,1
0xb2d1f592,0.13,1
0xb2d29024,100011.15,3
0xb2d16d06,240639.72,3
0xb2d25346,4641179.1,11
0xb2d8c38a,20000.21,2
0xb2d170ea,0.64,1
0xb2d25343,4.61,1
0xb2d578f3,1104587.86,7
0xb2d16d03,1828823.85,11
0xb2d170f0,14.58,1
0xb2d8c381,10000.11,2
0xb2d16cfa,281259.9,14
0xb2d97ebf,1.0,1
0xb2d8c384,280002.96,2
0xb2d92132,235531.48,2
0xb2d22ed1,3033841.52,13
0xb2d2905a,12.12,1
0xb2d5d6a7,5.62,1
0xb2d6bce1,30000013.01,2
0xb2d2535b,10174.51,1
0xb2d1aa02,860877.93,7
0xb2d2903c,3.44,1
