cust_no,X1,X2,X3,X4,X5,X6,X7,X8
0xb2d51e75,0.0,0.0,25.19,0,0.0,0.0,0.0,0
0xb2d614f0,0.0,0.0,3053.82,202000,0.0,80311.67,0.0,0
0xb2d5c4b9,0.0,0.0,169.03,0,0.0,0.0,0.0,202000
0xb2d48e45,0.0,0.0,16475.08,0,1.06,0.0,9000000.0,0
0xb2d39df7,180000.0,0.0,1.65,0,0.0,0.0,0.0,0
0xb2d232ac,400000.0,0.0,21.06,100500,0.6,0.0,0.0,0
0xb2d321ce,0.0,0.0,4245.66,0,0.0,0.0,0.0,0
0xb2d242c3,0.0,0.0,101.06,0,0.0,0.0,0.0,1100000
0xb2d4d15c,0.0,0.0,5.41,64640,0.0,0.0,0.0,307000
0xb2d64bdd,0.0,0.0,4758.96,0,0.0,0.0,0.0,0
0xb2d2a251,0.0,0.0,3116.38,0,0.0,0.0,0.0,0
0xb2d6739a,50000.0,0.0,10878.91,0,0.0,0.0,0.0,0
0xb2d347a5,0.0,0.0,7951.1,0,0.0,0.0,0.0,0
0xb2d8fd14,300000.0,0.0,3305.13,0,0.0,0.0,0.0,400000
0xb2d5c71d,900000.0,0.0,102837.59,80800,0.0,0.0,0.0,0
0xb2d5fb16,40000.0,0.0,4.1,0,0.0,0.0,0.0,0
0xb2d707ed,0.0,0.0,857.93,0,0.0,0.0,0.0,0
0xb2d324e6,100000.0,0.0,4.39,0,0.0,0.0,0.0,0
0xb2d9ba41,0.0,0.0,678.4,0,0.0,0.0,3246409.32,0
0xb2d30bba,0.0,0.0,437.22,0,0.0,0.0,1505433.24,0
0xb2d91ebf,0.0,0.0,826.02,0,0.0,0.0,0.0,0
0xb2d36f9e,0.0,0.0,20155.91,0,0.0,0.0,0.0,0
0xb2d39f95,170000.0,0.0,10.8,0,984.37,0.0,0.0,0
0xb2d6c4dc,0.0,0.0,19.57,30000,503.83,12063.85,0.0,0
0xb2d2337e,0.0,0.0,30.99,0,0.0,0.0,0.0,0
0xb2d2617a,0.0,0.0,1964.9,0,0.0,0.0,1125702.42,0
0xb2d60aaf,0.0,0.0,7294.08,0,0.0,0.0,0.0,0
0xb2da2aeb,60000.0,0.0,6.25,0,0.0,0.0,0.0,0
0xb2d9ed26,10000.0,0.0,7347.46,40000,8013.15,0.0,0.0,0
0xb2d4e872,0.0,0.0,5.85,0,0.0,0.0,0.0,0
0xb2d3d20b,120000.0,0.0,20230.85,0,0.0,0.0,0.0,0
0xb2d5681c,0.0,0.0,16927.08,0,0.0,0.0,0.0,0
0xb2d5fe82,80000.0,0.0,20187.43,0,0.0,0.0,0.0,0
0xb2d28cac,620000.0,0.0,118.35,0,0.0,0.02,0.0,0
0xb2d346e5,0.0,0.0,602.87,0,0.0,0.0,0.0,0
0xb2d6e651,0.0,0.0,13008.53,0,0.0,0.0,0.0,0
0xb2d5b172,330000.0,0.0,44.77,0,0.0,0.0,0.0,0
0xb2d5d7e8,0.0,0.0,10043.77,0,0.0,0.0,0.0,0
0xb2d65930,0.0,0.0,0.53,0,0.0,0.0,0.0,700000
0xb2d6881c,0.0,0.0,58223.05,0,0.0,0.0,1911111.04,0
0xb2d58259,150000.0,0.0,3.96,0,0.0,0.0,0.0,0
0xb2d8f5dc,0.0,0.0,49867.45,0,0.0,0.0,3718750.0,0
0xb2d64706,0.0,0.0,175.31,0,0.0,0.0,9350000.0,0
0xb2d154bb,290000.0,0.0,7219.21,0,0.0,0.0,0.0,0
0xb2d1e72e,33000.0,0.0,101.87,130500,0.0,6571.67,0.0,200000
0xb2d19190,1165000.0,0.0,828.25,0,0.0,0.0,0.0,0
0xb2d88bd7,0.0,0.0,4949.56,0,0.0,3.19,0.0,0
0xb2d9e6d8,0.0,0.0,0.86,0,0.0,0.0,0.0,880000
0xb2d47330,205000.0,0.0,37.61,0,0.0,0.0,0.0,0
0xb2d6a424,0.0,0.0,5.12,221200,0.0,0.0,0.0,0
0xb2d78431,60000.0,0.0,1.89,0,0.0,0.0,0.0,0
0xb2d43283,0.0,0.0,585.24,0,0.0,0.0,4250000.0,0
0xb2d126ad,100000.0,0.0,35.86,0,0.0,0.0,0.0,200000
0xb2d6a9b5,0.0,0.0,0.1,0,0.0,0.0,0.0,200000
0xb2d5728d,102000.0,0.0,291.07,0,0.0,0.0,0.0,0
0xb2d3cae5,0.0,0.0,0.31,0,0.0,0.0,0.0,0
0xb2d30bf6,0.0,0.0,31690.19,0,0.0,0.0,0.0,0
0xb2d1f988,12000.0,0.0,9096.59,0,0.0,0.0,0.0,0
0xb2d2478e,0.0,0.0,6196.43,0,0.0,0.0,0.0,0
0xb2d6135e,20000.0,0.0,93.22,0,3594.85,0.0,0.0,0
0xb2d1ae04,514000.0,0.0,11053.04,0,0.0,0.0,0.0,511000
0xb2d6bf54,0.0,0.0,368.55,0,0.0,0.0,570000.0,0
0xb2d50f54,200000.0,0.0,79.81,0,0.0,0.0,0.0,0
0xb2d17fc3,280000.0,0.0,5144.34,0,0.0,0.0,0.0,0
0xb2d6c0c2,0.0,0.0,5330.48,0,0.0,0.0,0.0,0
0xb2d98480,0.0,0.0,69.73,0,0.0,0.0,0.0,0
0xb2d5d392,240000.0,0.0,1954.42,0,0.0,0.0,0.0,0
0xb2d930e3,50000.0,0.0,0.53,0,0.0,0.0,0.0,0
0xb2d404fc,0.0,0.0,10.38,0,0.0,0.0,0.0,0
0xb2d1c86b,200000.0,0.0,2176.38,0,0.0,0.0,0.0,200000
0xb2d3e5a3,250000.0,0.0,9163.47,0,0.0,0.0,0.0,0
0xb2d64052,0.0,0.0,92.49,0,0.0,0.0,0.0,0
0xb2d0c9b6,300000.0,0.0,103263.11,0,0.0,0.0,0.0,0
0xb2d9e9cc,100000.0,0.0,1.06,0,0.0,0.0,0.0,0
0xb2d5025e,0.0,0.0,7714.82,0,0.0,0.0,0.0,1030000
0xb2d1723a,389000.0,0.0,603.28,82000,0.0,0.0,0.0,0
0xb2d1123d,220000.0,21535.53,323.99,60000,0.0,0.0,0.0,0
0xb2d7004c,0.0,0.0,2590.78,0,0.0,0.0,326000.0,0
0xb2d0eb19,754000.0,0.0,8.81,0,217.83,0.0,0.0,0
0xb2d22fca,0.0,0.0,9338.91,0,0.0,0.0,0.0,0
0xb2d3ea20,0.0,0.0,1797.78,0,0.0,0.0,0.0,0
0xb2d06d58,350000.0,0.0,25.96,0,0.0,0.0,0.0,0
0xb2da15ca,41000.0,0.0,1.02,0,0.0,0.0,0.0,0
0xb2d371de,0.0,0.0,6078.03,0,0.0,0.0,1500000.0,0
0xb2d928a9,0.0,0.0,3690.66,0,0.0,0.0,0.0,0
0xb2d14990,0.0,0.0,3285.97,0,0.0,0.0,0.0,0
0xb2d8dd37,100000.0,0.0,1.06,0,0.0,0.0,0.0,0
0xb2d45bd8,340000.0,0.0,33.15,0,0.0,0.0,0.0,0
0xb2d965f9,0.0,0.0,37.44,0,0.0,0.0,0.0,0
0xb2d080a8,0.0,0.0,37353.73,0,0.0,0.0,0.0,0
0xb2d0a02b,600000.0,0.0,2203.6,0,0.0,0.0,0.0,0
0xb2d9131c,0.0,0.0,4088.69,0,0.0,0.0,0.0,0
0xb2d1b524,0.0,0.0,2259.79,0,0.0,0.0,0.0,0
0xb2d303dd,0.0,0.0,8404.36,0,0.0,0.0,12600000.0,0
0xb2d9ac5b,200000.0,0.0,2.64,0,0.0,0.0,0.0,0
0xb2d682d9,671000.0,0.0,82.16,0,12296.03,0.0,0.0,420000
0xb2d26e97,530000.0,0.0,100.17,80000,0.0,0.0,0.0,550000
0xb2da2d31,100000.0,97666.8,52.99,0,0.0,0.0,0.0,0
0xb2d373ca,0.0,0.0,20168.03,0,0.0,0.0,0.0,0
0xb2d4f6b2,0.0,0.0,5168.28,0,0.0,0.0,0.0,200000
0xb2d99f41,0.0,0.0,1380.87,0,0.0,0.0,0.0,0
0xb2d4e9ec,70000.0,0.0,90.55,0,0.0,0.0,0.0,0
0xb2d61fbb,0.0,0.0,9409.95,0,0.0,0.0,0.0,1310000
0xb2d92d26,0.0,0.0,242.06,0,0.0,0.0,286000.0,0
0xb2d6cbe7,0.0,0.0,17741.82,0,0.0,0.0,285000.0,0
0xb2d65303,550000.0,0.0,106684.02,0,0.0,0.0,0.0,210000
0xb2d9d10c,0.0,0.0,289.16,0,0.0,0.0,9068172.49,0
0xb2d6ab41,0.0,0.0,17591.46,0,0.0,0.0,0.0,0
0xb2d41c8a,2660000.0,0.0,950.37,0,0.0,0.0,0.0,0
0x3b9b2ee0,0.0,0.0,664.86,0,0.0,0.0,0.0,0
0xb2d92f1e,0.0,0.0,5739.58,0,0.0,0.0,295000.0,0
0xb2d99146,0.0,0.0,2.11,50000,0.0,0.0,0.0,0
0xb2d6c69b,0.0,0.0,10435.68,0,0.0,0.0,0.0,0
0xb2d624e0,3060000.0,0.0,2258.25,974000,0.0,0.0,0.0,0
0xb2d0bb9d,10000.0,0.0,20688.92,60000,12141.16,0.0,0.0,0
0xb2d1627a,0.0,0.0,2103.8,0,0.0,0.0,0.0,0
0xb2d102c5,517000.0,0.0,129.39,0,0.92,10002.52,0.0,0
0xb2d566c9,138000.0,0.0,770.3,0,0.0,0.0,0.0,510000
0xb2d23f9f,138000.0,0.0,111.5,0,0.0,0.0,0.0,0
0xb2d67d5d,0.0,0.0,4104.88,0,0.0,0.0,0.0,0
0xb2d5c8b5,250000.0,0.0,8.99,0,0.0,0.0,0.0,650000
0xb2d68c0c,60000.0,0.0,2775.66,0,0.0,0.0,0.0,350000
0x3b9b169b,0.0,0.0,38307.1,0,0.0,0.0,0.0,0
0xb2d0f557,0.0,0.0,1156.31,0,0.0,0.0,0.0,0
0xb2d93266,0.0,2077484.46,14.6,0,0.0,0.0,0.0,500000
0xb2d49187,556000.0,0.0,216736.12,0,0.0,0.0,0.0,0
0xb2d30b33,0.0,0.0,1805.95,0,0.0,0.0,0.0,0
0xb2d3caeb,250000.0,0.0,1190356.3,0,0.0,0.0,0.0,0
0xb2d11054,11000.0,0.0,64.04,0,0.0,0.0,0.0,0
0xb2d1a891,0.0,0.0,22782.02,70700,0.0,0.0,0.0,2000000
0xb2da2323,0.0,0.0,200000.0,0,0.0,0.0,0.0,0
0xb2d64a09,0.0,0.0,36899.91,0,0.0,0.0,0.0,0
0xb2d6ad54,0.0,0.0,1.17,0,0.0,0.0,0.0,0
0xb2d62dcb,0.0,0.0,2856.13,80000,0.0,0.0,0.0,0
0xb2d67edd,0.0,10506.16,0.0,0,0.0,0.0,0.0,0
0xb2d6357e,0.0,0.0,14.57,0,0.0,0.0,0.0,0
0xb2d9f0e6,0.0,0.0,661.17,720000,0.0,0.0,0.0,0
0xb2d67a3c,0.0,0.0,25373.18,0,0.0,0.0,0.0,0
0xb2d075c2,0.0,0.0,53605.92,0,0.0,0.0,0.0,0
0xb2d906c8,0.0,0.0,884.14,0,0.0,0.0,0.0,0
0xb2d1fe5c,200000.0,0.0,12.23,0,0.0,10050.76,0.0,0
0xb2d5eda2,30000.0,0.0,5.58,0,0.0,0.0,0.0,0
0xb2d286fa,669000.0,0.0,35.43,900000,0.0,0.0,0.0,350000
0xb2d193ac,390000.0,0.0,868.2,0,0.0,0.0,0.0,0
0xb2d68555,0.0,0.0,41755.29,0,0.0,0.0,0.0,0
0xb2d4850c,68000.0,0.0,13.84,165000,13687.36,0.0,0.0,577000
0xb2d601df,51000.0,0.0,14.98,0,0.0,0.0,0.0,0
0xb2d5574b,0.0,0.0,258721.18,0,0.0,0.0,9420500.0,0
0xb2d62cff,0.0,0.0,1.11,0,0.0,0.0,0.0,300000
0xb2d9694a,0.0,0.0,1197.94,0,0.0,0.0,500000.0,0
0xb2d9be0d,40000.0,0.0,501.12,0,0.0,0.0,0.0,0
0xb2d06893,0.0,0.0,0.82,0,0.0,0.0,0.0,0
0xb2d99167,0.0,0.0,6.11,0,0.0,0.0,0.0,500000
0xb2d1796c,710000.0,0.0,3208.85,218000,0.0,0.0,0.0,410000
0xb2d9b61e,0.0,0.0,964.85,0,0.0,0.0,0.0,0
0xb2d0c863,9263000.0,0.0,3245157.93,0,0.0,0.0,0.0,0
0xb2d114a4,0.0,0.0,1573.72,0,0.0,0.0,0.0,0
0xb2d24f83,318000.0,0.0,13.21,0,0.0,0.0,0.0,0
0xb2d52661,26000.0,0.0,1.32,0,0.0,0.0,0.0,0
0xb2d2602a,0.0,0.0,5.51,0,0.0,0.0,1128698.01,0
0x3b9ada89,0.0,0.0,145300.63,180000,0.0,0.0,0.0,0
0xb2d9328d,50000.0,0.0,59.13,0,0.0,0.0,0.0,0
0xb2d6f1a9,450000.0,0.0,10556.39,0,0.0,0.0,0.0,0
0xb2d155c0,194000.0,0.0,90329.26,0,0.0,0.0,0.0,0
0xb2d2758a,0.0,0.0,622.96,0,0.0,0.0,0.0,0
0xb2d52caf,0.0,0.0,630.03,0,0.0,0.0,2345354.68,0
0xb2d96bb4,0.0,0.0,7650000.0,0,0.0,0.0,0.0,0
0xb2d26684,0.0,0.0,4376.09,0,0.0,0.0,0.0,0
0xb2d6ed74,0.0,0.0,368.29,0,0.0,0.0,578000.0,0
0xb2d6a6a0,0.0,0.0,288.26,0,0.0,0.0,0.0,0
0xb2d1538c,0.0,20001000.01,86900.5,0,0.0,0.0,0.0,0
0xb2d61019,0.0,0.0,195.86,0,0.0,0.0,0.0,0
0x3b9b0e6a,1984000.0,0.0,775.36,1336120,0.0,0.0,0.0,0
0xb2da0c91,150000.0,0.0,1.58,0,0.0,0.0,0.0,0
0xb2d4fe14,222000.0,0.0,15908.44,0,0.0,0.0,0.0,0
0xb2d96eae,0.0,0.0,986.66,0,1.87,0.0,0.0,200000
0xb2d19961,0.0,0.0,3547.75,0,0.0,0.0,0.0,0
0xb2d6868a,0.0,0.0,31023.96,0,0.0,0.0,0.0,0
0xb2d67d8a,0.0,0.0,14166.37,0,0.0,0.0,0.0,0
0xb2d9d490,214000.0,0.0,157.16,0,0.0,0.0,0.0,0
0xb2d5ac5f,0.0,0.0,91.07,0,0.0,0.0,0.0,0
0xb2da4db3,10000.0,0.0,0.11,0,0.0,0.0,0.0,0
0xb2d96b1b,0.0,0.0,5329.88,0,0.0,0.0,0.0,500000
0xb2d63524,400000.0,0.0,148.11,1890000,0.0,0.0,0.0,0
0xb2d8fa38,0.0,0.0,1515.33,0,0.0,0.0,0.0,420000
0xb2d39ef6,100000.0,0.0,139.14,0,0.0,0.0,0.0,500000
0xb2d13e8f,0.0,0.0,155645.17,0,0.0,0.0,0.0,0
0xb2d5820e,300000.0,0.0,5655.05,0,0.0,0.0,0.0,0
0xb2d71738,0.0,0.0,794.24,0,0.0,0.0,0.0,0
0xb2d58a39,0.0,0.0,10973.77,0,0.0,0.0,0.0,0
0xb2d13db1,0.0,0.0,6304.57,0,0.0,0.0,0.0,0
0xb2d9c13a,0.0,0.0,71.36,0,0.0,0.0,0.0,320000
0xb2d5b865,10000.0,0.0,423.35,0,0.0,0.0,0.0,0
0xb2d3412a,141000.0,0.0,2862.49,0,0.0,0.0,0.0,200000
0xb2d6b56d,0.0,0.0,12.24,0,0.0,0.0,0.0,0
0xb2d979dc,0.0,0.0,2407.98,0,0.0,0.0,0.0,600000
0xb2d95a08,0.0,0.0,9322.2,0,0.0,0.0,0.0,0
0xb2d5b9bb,0.0,0.0,15457.58,0,0.0,0.0,0.0,0
0xb2d06be1,0.0,0.0,23152.75,0,9.76,0.0,0.0,0
0xb2da25b7,20000.0,0.0,2065.83,0,0.0,0.0,0.0,0
0xb2d3fe0c,95000.0,0.0,121.14,0,0.0,0.0,0.0,0
0xb2d226be,0.0,0.0,5028.05,0,0.0,0.0,214433.29,0
0xb2d21aac,0.0,0.0,1131.9,0,0.0,0.0,0.0,0
0xb2d3bea0,150000.0,0.0,43.92,0,0.0,0.0,0.0,200000
0xb2d6827f,0.0,0.0,13.09,0,0.0,0.0,0.0,0
0xb2d5d458,900000.0,0.0,15010.95,0,0.0,0.0,0.0,0
0xb2d9eff3,61000.0,0.0,2.6,0,0.0,0.0,0.0,0
0xb2d405d7,0.0,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d9b378,0.0,0.0,5101.1,0,0.0,0.0,0.0,0
0xb2d9f69b,30000.0,0.0,1.58,0,0.0,0.0,0.0,0
0xb2d2fe64,0.0,20787.61,213595.71,0,0.0,0.0,0.0,0
0xb2d83387,0.0,0.0,79.57,0,0.0,11371.83,0.0,0
0xb2d5d74c,0.0,0.0,84.56,0,0.0,0.0,0.0,0
0xb2d57734,0.0,0.0,10048.34,0,0.0,0.0,0.0,0
0xb2d2bd7e,300000.0,0.0,794.02,0,0.0,0.0,0.0,200000
0xb2d515ff,114000.0,0.0,744.59,0,0.0,0.0,0.0,0
0xb2d10f2e,0.0,0.0,0.42,20000,0.0,0.0,0.0,0
0xb2d9aebf,0.0,0.0,277508.77,0,0.0,0.0,0.0,0
0xb2d0e8b2,0.0,0.0,1914.65,0,0.0,0.0,0.0,200000
0xb2d9f76a,0.0,0.0,715.9,0,0.0,0.0,0.0,200000
0xb2d30da9,0.0,0.0,9.36,0,0.0,0.0,0.0,0
0xb2d598f1,100000.0,0.0,1623.82,100000,0.0,0.0,0.0,0
0xb2d3557f,0.0,0.0,1097.99,0,0.0,0.0,1520000.0,0
0xb2d9cda9,0.0,0.0,388.09,0,0.0,0.0,500000.0,0
0xb2d8ea96,0.0,0.0,14477.68,0,0.0,0.0,0.0,0
0xb2d90074,0.0,0.0,5005.43,0,0.0,0.0,0.0,0
0xb2d1c61c,0.0,0.0,2106.55,0,0.0,0.0,0.0,500000
0xb2d5417c,1500000.0,0.0,89.44,0,0.0,0.0,0.0,0
0xb2d1dbac,0.0,0.0,1.4,0,0.0,0.0,0.0,0
0xb2d39806,0.0,0.0,95916.64,0,0.0,0.0,0.0,0
0xb2d192d4,50000.0,0.0,608.38,0,0.0,0.0,0.0,0
0xb2d414b9,0.0,0.0,82919.92,0,0.0,0.0,21000000.0,0
0xb2da0bc2,0.0,0.0,0.0,0,0.0,0.0,0.0,500000
0xb2d8da73,0.0,0.0,186.81,0,0.0,0.0,0.0,0
0xb2d5d278,0.0,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d9ef87,0.0,0.0,3032.29,0,0.0,0.0,0.0,0
0xb2da2cc8,50000.0,0.0,1.06,0,0.0,0.0,0.0,0
0xb2d23ada,300000.0,0.0,225.15,0,0.0,0.0,0.0,0
0xb2d97937,0.0,0.0,1058.95,0,0.0,0.0,0.0,0
0xb2d27dd0,0.0,0.0,25931.62,0,0.0,0.0,0.0,0
0xb2d33c2c,0.0,0.0,4.97,0,0.0,0.0,0.0,0
0xb2d4c934,220000.0,0.0,66778.04,0,0.0,0.0,0.0,0
0xb2d97c76,109000.0,0.0,7.97,107000,0.0,0.0,0.0,0
0xb2d354c5,914000.0,0.0,617.15,0,0.0,0.0,0.0,0
0xb2d4384a,0.0,0.0,7980.99,0,0.0,0.0,0.0,0
0xb2d9afe8,50000.0,0.0,2.64,0,0.0,0.0,0.0,0
0xb2d645e3,82000.0,0.0,657.55,0,0.0,0.0,0.0,0
0xb2d21e69,0.0,0.0,281969.5,0,0.0,0.0,7394681.32,0
0xb2d315f8,0.0,0.0,63837.01,0,0.0,0.0,0.0,0
0xb2d8ddac,130000.0,0.0,2.33,0,0.0,0.0,0.0,0
0xb2d5983a,0.0,0.0,225907.45,0,0.0,0.0,0.0,0
0x3b9b0fc0,1311000.0,0.0,154796.22,230000,0.0,25000.0,0.0,0
0xb2d21bab,1270000.0,0.0,407030.9,190000,0.0,0.0,0.0,0
0xb2d68294,90000.0,0.0,7.95,0,0.0,0.0,0.0,500000
0xb2d42701,0.0,0.0,2450.74,0,0.0,0.0,0.0,0
0xb2d4fe02,0.0,0.0,30681.64,0,0.0,0.0,0.0,0
0xb2d1583c,0.0,0.0,1087.88,0,0.0,0.0,336945.14,0
0xb2d64511,500000.0,0.0,189.14,0,0.0,0.0,0.0,0
0xb2d8db84,50000.0,0.0,201.92,0,0.0,0.0,0.0,0
0xb2d9699b,480000.0,0.0,101131.64,0,0.0,0.0,0.0,0
0xb2d62d08,51000.0,0.0,102.18,0,0.0,0.0,0.0,0
0xb2d5ee80,0.0,0.0,59.53,0,0.0,0.0,9598065.15,0
0xb2d2a611,0.0,0.0,13331.06,0,0.0,0.0,748165.53,0
0x3b9b47f1,61000.0,0.0,450.95,0,0.0,0.0,0.0,0
0xb2d116ba,0.0,0.0,20151.75,50000,0.0,0.0,0.0,0
0xb2d6c16a,140000.0,0.0,94.72,0,0.0,1102.87,0.0,0
0xb2d0e210,0.0,0.0,2024.15,0,0.0,0.0,0.0,0
0xb2d3bd62,0.0,67909.12,3.75,0,0.0,0.0,0.0,0
0xb2d1998b,150000.0,0.0,47.8,0,0.0,0.0,0.0,0
0xb2d9891e,0.0,0.0,25.44,0,0.0,0.0,0.0,0
0xb2d5c25e,0.0,0.0,42016.87,0,0.0,0.0,0.0,0
0xb2d28820,300000.0,0.0,102.17,0,0.0,0.0,0.0,0
0xb2d6bb9d,0.0,0.0,1002.79,0,0.0,0.0,0.0,0
