cust_no,B1,B2,B3,B4,B5,B6,B7
0xb2d3ba99,0,0,0.0,0,0.0,2019-07-15 18:07:00,3.0
0x3b9acd53,8,6,856401.56,10,489191.0,2019-09-29 11:30:00,184.0
0xb2d62d6c,1,1,20000.0,1,20000.0,2019-09-10 04:24:00,2.0
0xb2d3a094,1,1,7698.03,1,180.0,2019-09-11 20:15:00,9.0
0xb2d55bd0,0,1,5412.0,0,0.0,2019-09-26 23:52:00,6.0
0xb2d6c5ec,0,0,0.0,0,0.0,2019-07-30 14:05:00,4.0
0xb2d46e00,0,1,20080.0,0,0.0,2019-09-11 17:40:00,4.0
0xb2d1cbf2,0,0,0.0,0,0.0,2019-09-28 17:47:00,39.0
0xb2d5d2a8,2,0,0.0,0,0.0,2019-09-22 19:22:00,32.0
0xb2d2f1ac,0,4,280616.0,0,0.0,2019-09-30 12:04:00,6.0
0xb2d695f3,0,0,0.0,0,0.0,2019-07-17 10:04:00,2.0
0xb2d21f63,0,2,28000.0,0,0.0,2019-09-28 23:59:00,7.0
0xb2d4ff84,0,1,29100.0,0,0.0,2019-09-21 23:51:00,3.0
0xb2d19568,5,2,4900.0,1,10000.0,2019-09-29 21:43:00,31.0
0xb2d66385,2,0,0.0,1,1770.0,2019-09-26 04:11:00,3.0
0xb2d1ce2f,0,0,0.0,0,0.0,2019-08-09 04:09:00,7.0
0xb2d25248,0,0,0.0,0,0.0,2019-07-18 09:30:00,1.0
0xb2d55634,0,0,0.0,0,0.0,2019-06-06 04:42:00,0.0
0xb2d3ffcc,0,0,0.0,0,0.0,,0.0
0x3b9ae3af,6,8,6145888.89,5,3045000.0,2019-09-30 18:55:00,168.0
0xb2d5edcb,0,0,0.0,0,0.0,,0.0
0xb2d30061,8,1,200000.0,0,0.0,2019-09-28 09:05:00,6.0
0xb2d171e7,1,0,0.0,1,85000.0,2019-09-11 03:56:00,6.0
0xb2d69254,0,0,0.0,0,0.0,2019-07-16 05:06:00,3.0
0xb2d13698,0,0,0.0,0,0.0,,0.0
0xb2d16fce,0,0,0.0,0,0.0,,0.0
0xb2d2f458,0,0,0.0,0,0.0,2019-09-09 18:25:00,8.0
0xb2d1ae07,2,0,0.0,0,0.0,2019-08-16 04:40:00,11.0
0x3b9b13ec,0,0,0.0,0,0.0,,0.0
0xb2d1b01c,1,2,121918.88,1,15000.0,2019-09-30 18:34:00,5.0
0xb2d5b32f,0,0,0.0,0,0.0,2019-06-21 04:54:00,0.0
0x3b9af2a8,7,1,1300.0,1,10000.0,2019-09-29 18:22:00,274.0
0xb2d34357,0,0,0.0,0,0.0,2019-09-30 18:31:00,293.0
0x3b9b3099,8,3,190556.11,1,100000.0,2019-09-20 04:35:00,4.0
0x3b9af1f5,22,8,112927.2,18,131819.0,2019-09-30 19:30:00,295.0
0x3b9af264,13,14,131629.18,1,80000.0,2019-09-30 18:34:00,42.0
0x3b9af1b1,21,2,1368.0,2,21000.0,2019-09-30 21:49:00,33.0
0xb2d34186,5,4,148603.0,4,22030.0,2019-09-30 21:31:00,169.0
0x3b9add8c,0,0,0.0,0,0.0,2019-07-05 05:26:00,3.0
0xb2d2d819,2,0,0.0,0,0.0,2019-07-05 05:27:00,4.0
0xb2d62958,2,1,20710.22,0,0.0,2019-09-26 18:25:00,1.0
0xb2d1c033,1,0,0.0,0,0.0,2019-07-16 05:03:00,3.0
0xb2d1bf80,0,0,0.0,0,0.0,2019-07-14 20:10:00,1.0
0xb2d2444c,0,1,43200.0,0,0.0,2019-09-22 23:52:00,15.0
0xb2d3a9a7,7,4,5025.17,7,144495.1,2019-09-30 10:18:00,75.0
0xb2d6aacb,0,0,0.0,0,0.0,2019-09-25 23:56:00,0.0
0xb2d6aa1c,0,0,0.0,0,0.0,2019-03-26 05:45:00,0.0
0xb2d245f6,0,0,0.0,0,0.0,,0.0
0xb2d45ca5,0,0,0.0,0,0.0,2019-04-18 12:30:00,0.0
0xb2d20901,46,4,205805.64,3,143274.7,2019-09-30 05:00:00,7.0
0xb2d26356,0,0,0.0,0,0.0,,0.0
0xb2d634ae,0,0,0.0,0,0.0,,0.0
0xb2d262a3,9,3,656058.61,1,328000.0,2019-09-24 07:10:00,4.0
0xb2d4ee13,0,0,0.0,0,0.0,,0.0
0xb2d59a4f,0,0,0.0,0,0.0,2019-09-30 10:34:00,57.0
0xb2d11ff2,0,0,0.0,0,0.0,2019-05-14 04:02:00,0.0
0xb2d12bfb,3,0,0.0,1,5000.0,2019-09-22 14:15:00,14.0
0xb2d0f068,0,0,0.0,0,0.0,2019-09-22 12:51:00,1.0
0xb2d3af43,1,0,0.0,0,0.0,2019-03-05 06:22:00,0.0
0xb2d67ee4,4,0,0.0,0,0.0,2019-06-21 05:15:00,0.0
0xb2d0d299,1,0,0.0,0,0.0,2019-08-13 19:13:00,19.0
0xb2d3addd,5,0,0.0,1,11085.19,2019-09-04 15:02:00,11.0
0xb2d623a0,0,0,0.0,0,0.0,2019-09-06 15:52:00,13.0
0xb2d58695,1,0,0.0,0,0.0,2019-06-28 04:24:00,0.0
0xb2d61f92,1,2,20182.14,1,10000.0,2019-09-12 04:10:00,6.0
0xb2d6b27c,7,0,0.0,0,0.0,2019-08-30 04:04:00,17.0
0xb2d4a53d,0,1,20000.0,0,0.0,2019-09-18 13:14:00,2.0
0xb2d17c84,0,0,0.0,0,0.0,2019-09-23 15:31:00,1.0
0xb2d5a60e,13,2,20338.44,3,46000.0,2019-09-29 18:32:00,62.0
0xb2d4a5f0,0,0,0.0,0,0.0,2019-08-30 21:48:00,24.0
0xb2d20f6e,30,27,1504508.0,18,1483781.7,2019-09-30 22:42:00,317.0
0xb2d079d4,18,17,60309.58,6,52997.74,2019-09-30 15:14:00,239.0
0xb2d2b377,0,0,0.0,0,0.0,,0.0
0xb2d682f2,4,2,4022594.44,1,2000000.0,2019-09-27 08:47:00,3.0
0xb2d2e325,0,0,0.0,0,0.0,2019-08-26 15:13:00,7.0
0xb2d0ce47,0,0,0.0,0,0.0,,0.0
0xb2d53559,0,0,0.0,0,0.0,2019-08-23 11:04:00,5.0
0xb2d4357f,0,1,44230.78,0,0.0,2019-09-29 11:01:00,3.0
0xb2d1065f,5,2,100200.0,1,50000.0,2019-09-30 04:43:00,14.0
0xb2d3e970,0,2,2710.62,0,0.0,2019-09-23 10:59:00,20.0
0xb2d5ddfe,0,0,0.0,0,0.0,,0.0
0xb2d491cb,0,0,0.0,0,0.0,2019-08-10 10:29:00,4.0
0xb2d240f1,11,19,44703.97,6,32314.82,2019-09-30 15:01:00,136.0
0xb2d651ca,0,0,0.0,0,0.0,2019-08-27 23:49:00,0.0
0xb2d2b663,3,1,5000.0,1,3000.0,2019-09-26 09:58:00,2.0
0xb2d685e2,1,0,0.0,0,0.0,2019-06-18 05:02:00,0.0
0xb2d2a001,0,2,11500.0,0,0.0,2019-09-29 02:01:00,6.0
0xb2d154ab,1,0,0.0,0,0.0,2019-08-20 23:54:00,0.0
0xb2d28ff0,1,0,0.0,0,0.0,2019-08-01 04:30:00,3.0
0xb2d3645a,0,4,450000.0,0,0.0,2019-09-21 23:52:00,7.0
0xb2d2ead6,0,1,23000.0,0,0.0,2019-09-21 23:51:00,4.0
0xb2d56888,0,0,0.0,0,0.0,2019-06-22 15:18:00,0.0
0xb2d37af8,0,1,40000.0,0,0.0,2019-09-21 23:50:00,3.0
0xb2d58006,12,3,22000.0,0,0.0,2019-09-29 11:16:00,4.0
0xb2d4d21b,0,0,0.0,0,0.0,,0.0
0xb2d37c5a,0,0,0.0,0,0.0,2019-09-28 10:15:00,9.0
0xb2d5d1f5,1,2,162540.61,1,90000.0,2019-09-30 05:01:00,3.0
0xb2d07f48,3,4,351766.28,3,191116.11,2019-09-30 18:35:00,29.0
0xb2d0c5e3,0,0,0.0,0,0.0,2019-04-16 03:55:00,0.0
0xb2d32feb,0,0,0.0,0,0.0,,0.0
0xb2d26a10,0,0,0.0,0,0.0,2019-08-28 16:15:00,1.0
0xb2d3034d,0,2,59667.0,0,0.0,2019-09-27 22:01:00,20.0
0xb2d133ac,1,0,0.0,0,0.0,2019-08-02 04:27:00,4.0
0xb2d0feae,6,3,152299.78,1,71000.0,2019-09-30 14:16:00,17.0
0xb2d607d0,0,0,0.0,0,0.0,2019-05-22 11:49:00,0.0
0xb2d5aacf,2,1,11601.96,1,11600.0,2019-09-11 12:40:00,6.0
0xb2d2bab9,0,0,0.0,0,0.0,2019-09-11 23:51:00,3.0
0xb2d292e0,0,1,17000.0,0,0.0,2019-09-06 23:53:00,3.0
0xb2d507e8,0,0,0.0,0,0.0,2019-06-05 04:01:00,0.0
0xb2d33f49,1,3,50042.22,1,30000.0,2019-09-20 04:38:00,26.0
0xb2d3338a,0,0,0.0,0,0.0,,0.0
0xb2d0d6ad,6,2,2730.0,1,3000.0,2019-09-30 19:39:00,363.0
0xb2d59812,20,3,188814.72,2,137000.0,2019-09-30 04:59:00,22.0
0xb2d1b42a,0,0,0.0,0,0.0,,0.0
0xb2d4a98f,2,1,107428.0,0,0.0,2019-09-11 17:40:00,4.0
0xb2d6507e,1,2,150000.0,1,75000.0,2019-09-27 08:50:00,3.0
0xb2d4543f,0,0,0.0,0,0.0,2019-06-04 17:30:00,0.0
0xb2d3343d,0,0,0.0,0,0.0,2019-08-13 15:44:00,7.0
0xb2d1c270,0,0,0.0,0,0.0,,0.0
0xb2d39de8,0,0,0.0,0,0.0,2019-08-16 13:24:00,5.0
0xb2d633b7,0,0,0.0,0,0.0,,0.0
0xb2d6aa18,0,1,16291.42,0,0.0,2019-09-18 10:59:00,5.0
0xb2d5925a,0,0,0.0,0,0.0,2019-08-25 09:23:00,6.0
0xb2d266b5,0,0,0.0,0,0.0,2019-09-24 02:11:00,0.0
0xb2d591c7,5,1,600000.0,1,600000.0,2019-09-30 20:02:00,69.0
0xb2d074eb,0,0,0.0,0,0.0,2019-08-15 14:30:00,1.0
0x3b9b1339,6,0,0.0,0,0.0,2019-06-06 04:47:00,0.0
0xb2d6561c,4,2,21000.0,2,21000.0,2019-09-25 19:26:00,22.0
0xb2d3d5b6,0,0,0.0,0,0.0,2019-08-09 04:13:00,3.0
0xb2d5eec2,0,0,0.0,0,0.0,2019-07-24 09:16:00,0.0
0xb2d62453,0,1,61096.5,0,0.0,2019-09-30 18:34:00,1.0
0xb2d649a8,29,0,0.0,1,2000.0,2019-09-30 10:36:00,29.0
0xb2d11d6e,0,0,0.0,0,0.0,,0.0
0xb2d5ff6a,0,0,0.0,0,0.0,2019-09-25 16:36:00,276.0
0xb2d090c1,0,0,0.0,0,0.0,2019-02-28 09:13:00,0.0
0xb2d0ad03,0,0,0.0,0,0.0,2019-07-23 05:21:00,3.0
0xb2d59a0b,0,0,0.0,0,0.0,2019-09-30 10:16:00,111.0
0xb2d5ccf0,13,2,116232.0,1,58000.0,2019-09-20 04:43:00,8.0
0xb2d56c2b,11,0,0.0,2,707310.0,2019-09-20 15:24:00,5.0
0xb2d06d3a,0,0,0.0,0,0.0,2019-07-26 04:21:00,6.0
0xb2d638bc,0,0,0.0,0,0.0,2019-09-10 14:13:00,4.0
0xb2d51746,0,1,2500.0,0,0.0,2019-09-12 10:42:00,2.0
0xb2d16ae3,2,0,0.0,0,0.0,2019-08-30 04:00:00,14.0
0x3b9b3ba5,4,0,0.0,1,16200.0,2019-09-23 10:35:00,10.0
0xb2d24c41,0,1,21000.0,0,0.0,2019-09-10 02:01:00,3.0
0xb2d1e301,6,1,11235.0,0,0.0,2019-09-08 23:50:00,3.0
0xb2d1e62f,0,0,0.0,0,0.0,2019-07-15 16:28:00,1.0
0xb2d68695,0,0,0.0,0,0.0,2019-08-27 03:56:00,6.0
0xb2d408e5,0,0,0.0,0,0.0,2019-09-20 15:11:00,15.0
0xb2d2f0f9,0,0,0.0,0,0.0,,0.0
0xb2d168ca,1,0,0.0,0,0.0,2019-09-29 09:53:00,11.0
0xb2d4b355,0,1,52477.3,0,0.0,2019-09-23 18:36:00,1.0
0xb2d5a7df,6,0,0.0,0,0.0,2019-08-01 04:30:00,5.0
0xb2d64e69,5,0,0.0,0,0.0,2019-09-21 07:04:00,7.0
0xb2d65c43,2,0,0.0,0,0.0,2019-07-16 05:02:00,3.0
0xb2d2166c,0,0,0.0,0,0.0,2019-09-14 23:53:00,0.0
0xb2d54b28,0,0,0.0,0,0.0,2019-08-28 12:39:00,5.0
0xb2d3a6df,2,1,404464.44,1,400000.0,2019-09-10 04:10:00,2.0
0xb2d0cce1,0,1,200000.0,1,200000.0,2019-09-03 04:02:00,3.0
0xb2d0a66e,1,0,0.0,1,10000.0,2019-09-29 19:51:00,248.0
0xb2d31770,0,0,0.0,0,0.0,2019-09-02 22:21:00,13.0
0xb2d43a68,0,0,0.0,0,0.0,2019-09-25 13:18:00,10.0
0xb2d357e8,0,2,212000.0,0,0.0,2019-09-28 02:13:00,5.0
0xb2d6bbb7,0,1,2700.0,0,0.0,2019-09-18 08:53:00,9.0
0xb2d58c09,1,0,0.0,0,0.0,2019-09-24 11:50:00,24.0
0xb2d25fb7,0,1,71312.69,0,0.0,2019-09-30 18:33:00,1.0
0xb2d388cc,0,0,0.0,0,0.0,2019-04-28 14:54:00,0.0
0xb2d0f212,2,4,200000.0,1,200000.0,2019-09-18 04:13:00,5.0
0x3b9b17fa,3,0,0.0,0,0.0,2019-07-04 15:08:00,1.0
0xb2d6556d,5,3,13900.0,2,9300.0,2019-09-25 17:26:00,26.0
0xb2d6503a,6,3,10000.0,4,12712.0,2019-09-30 17:36:00,128.0
0xb2d17fe3,4,2,6833.0,3,6600.0,2019-09-26 14:00:00,13.0
0xb2d2de40,19,2,200000.0,3,338000.0,2019-09-12 03:54:00,6.0
0xb2d0bf98,0,0,0.0,0,0.0,2019-09-30 17:06:00,18.0
0xb2d27d11,45,6,140068.89,3,73500.0,2019-09-30 04:46:00,31.0
0xb2d6396f,0,0,0.0,0,0.0,2019-06-14 09:30:00,0.0
0xb2d284c8,0,1,19000.0,0,0.0,2019-09-20 23:57:00,3.0
0xb2d6c539,0,0,0.0,0,0.0,2019-09-23 19:22:00,37.0
0xb2d65e80,0,0,0.0,0,0.0,2019-09-26 11:45:00,174.0
0xb2d210b4,5,7,20730.0,3,13930.0,2019-09-30 21:58:00,275.0
0xb2d3abe4,0,0,0.0,0,0.0,2019-07-05 05:28:00,3.0
0xb2d4b37d,27,4,3542.9,2,12500.0,2019-09-30 16:41:00,82.0
0xb2d245b2,41,2,200000.0,1,100000.0,2019-09-12 04:04:00,5.0
0xb2d5ee7e,0,0,0.0,0,0.0,2019-07-11 12:21:00,2.0
0xb2d540af,17,0,0.0,1,1223400.0,2019-09-30 16:21:00,1.0
0xb2d2abc6,0,0,0.0,0,0.0,2019-09-28 18:30:00,15.0
0xb2d2affc,6,2,91432.36,3,49750.28,2019-09-29 15:08:00,16.0
0xb2d28169,12,7,82860.0,6,209000.0,2019-09-30 05:01:00,40.0
0xb2d25510,4,3,3950.0,4,11800.0,2019-09-23 20:14:00,47.0
0x3b9b45b5,9,2,151489.0,9,125688.0,2019-09-25 08:48:00,148.0
0x3b9b38fd,9,1,169000.0,2,369000.0,2019-09-24 07:04:00,3.0
0x3b9b40b0,0,1,4044488.89,1,4044000.0,2019-09-30 15:08:00,4.0
0xb2d5fcbe,1,0,0.0,0,0.0,2019-08-02 04:24:00,3.0
0xb2d659bf,13,4,31088.9,1,10000.0,2019-09-30 17:07:00,38.0
0xb2d56237,1,2,1006004.0,1,503000.0,2019-09-19 05:09:00,7.0
0xb2d2d3c7,0,0,0.0,0,0.0,2019-09-30 08:22:00,27.0
0xb2d2a098,0,0,0.0,0,0.0,2019-08-28 04:00:00,5.0
0xb2d53d0a,12,6,73126.67,6,32650.0,2019-09-23 07:32:00,40.0
0xb2d2df17,0,0,0.0,0,0.0,2019-09-08 23:51:00,2.0
0xb2d495d9,19,1,5149.09,4,7150.0,2019-09-26 10:55:00,11.0
0xb2d2d314,0,1,6000.0,0,0.0,2019-09-16 23:55:00,3.0
0xb2d1bd41,0,0,0.0,0,0.0,2019-06-03 09:24:00,0.0
0xb2d3811b,0,0,0.0,0,0.0,2019-03-08 04:01:00,0.0
0x3b9b355a,1,2,160337.78,1,80000.0,2019-09-27 08:50:00,13.0
0xb2d28aeb,9,0,0.0,0,0.0,2019-09-07 10:08:00,1.0
0xb2d2b9c2,1,1,11000.0,1,10500.0,2019-09-29 09:29:00,87.0
0xb2d19d1b,6,3,122669.67,1,60000.0,2019-09-22 11:45:00,7.0
0xb2d2625f,42,0,0.0,1,710.0,2019-09-15 21:58:00,18.0
0xb2d34700,32,2,362009.0,1,180000.0,2019-09-19 05:04:00,11.0
0xb2d21167,0,0,0.0,0,0.0,2019-09-30 02:08:00,108.0
0xb2d641f7,1,1,50000.0,1,45878.02,2019-09-16 11:16:00,9.0
0xb2d0873f,0,0,0.0,0,0.0,2019-06-06 04:44:00,0.0
0xb2d60b6f,0,1,1820.0,0,0.0,2019-09-26 12:07:00,6.0
0xb2d3e680,4,4,155000.0,0,0.0,2019-09-21 23:50:00,6.0
0xb2d294d9,13,8,95013.0,10,105024.01,2019-09-30 11:48:00,91.0
0xb2d53772,4,0,0.0,2,5500.0,2019-09-25 17:44:00,11.0
0xb2d229dc,0,1,33000.0,0,0.0,2019-09-09 23:59:00,1.0
0xb2d5e0aa,0,0,0.0,0,0.0,2019-05-14 16:13:00,0.0
0xb2d55226,1,3,106000.0,0,0.0,2019-09-26 23:53:00,5.0
0xb2d3a384,14,7,197835.56,3,99000.0,2019-09-30 04:58:00,24.0
0xb2d20ebb,1,1,50401.63,0,0.0,2019-09-30 15:50:00,55.0
0xb2d2d11b,0,3,6700.0,0,0.0,2019-09-26 11:19:00,7.0
0xb2d5693b,0,1,50000.0,0,0.0,2019-09-21 23:50:00,3.0
0xb2d5794c,0,0,0.0,0,0.0,2019-06-04 04:06:00,0.0
0xb2d5aa1c,2,1,40000.0,2,80000.0,2019-09-26 09:25:00,5.0
0xb2d6c69b,0,0,0.0,0,0.0,2019-08-30 10:15:00,3.0
0xb2d3464d,0,0,0.0,0,0.0,2019-08-03 17:59:00,2.0
0xb2d3fe42,0,2,9379.94,0,0.0,2019-09-30 15:16:00,38.0
0xb2d6481e,0,0,0.0,0,0.0,2019-05-31 04:18:00,0.0
0xb2d17a47,7,1,102123.34,2,75000.0,2019-09-19 00:10:00,3.0
0xb2d4336a,0,2,21219.0,0,0.0,2019-09-30 20:51:00,796.0
0xb2d2c924,0,0,0.0,0,0.0,2019-07-24 13:23:00,6.0
0xb2d3f283,0,0,0.0,0,0.0,,0.0
0xb2d1526e,0,0,0.0,0,0.0,2019-03-22 04:11:00,0.0
0xb2d308c1,0,0,0.0,0,0.0,2019-06-28 04:19:00,0.0
0xb2d69f75,0,0,0.0,0,0.0,2019-09-30 10:16:00,6.0
0xb2d1bed1,0,0,0.0,0,0.0,2019-06-14 04:33:00,0.0
0xb2d16622,0,0,0.0,0,0.0,2019-05-31 04:15:00,0.0
0xb2d26119,0,0,0.0,0,0.0,,0.0
0xb2d2e0e8,0,0,0.0,0,0.0,2019-07-15 12:30:00,2.0
0x3b9b198a,0,0,0.0,0,0.0,,0.0
0x3b9b0e34,2,0,0.0,0,0.0,2019-08-09 04:09:00,4.0
0xb2d2c920,1,2,201116.11,1,100000.0,2019-09-12 04:04:00,11.0
0xb2d319ad,3,1,4143.55,1,3300.0,2019-09-20 13:11:00,6.0
0xb2d3c658,0,0,0.0,0,0.0,2019-08-02 04:19:00,3.0
0xb2d1cce9,2,0,0.0,1,6000.0,2019-09-21 13:21:00,2.0
0xb2d6d1f1,0,1,1000.0,0,0.0,2019-09-29 01:06:00,124.0
0xb2d31c31,1,2,7056.42,1,1.4,2019-09-29 12:22:00,92.0
0xb2d67ccb,0,0,0.0,0,0.0,2019-07-19 16:01:00,2.0
0xb2d0658d,17,4,10878.4,3,11055.0,2019-09-29 22:39:00,124.0
0xb2d631be,0,0,0.0,0,0.0,,0.0
0xb2d3a599,0,0,0.0,0,0.0,2019-08-30 03:55:00,3.0
0xb2d6c12b,0,1,2497.0,0,0.0,2019-09-27 21:24:00,215.0
0xb2d1b215,0,0,0.0,0,0.0,2019-09-06 16:34:00,5.0
0xb2d58cbc,9,0,0.0,0,0.0,2019-07-17 04:47:00,4.0
0xb2d43a40,1,2,163877.73,1,82000.0,2019-09-30 05:03:00,3.0
0xb2d31eb8,0,0,0.0,0,0.0,2019-08-20 14:31:00,2.0
0xb2d5ef75,0,0,0.0,0,0.0,2019-07-12 04:55:00,4.0
0xb2d1e19f,0,1,2000.0,0,0.0,2019-09-30 02:08:00,5.0
0xb2d0b111,5,3,80532.58,2,50000.0,2019-09-30 04:59:00,8.0
0xb2d5e780,1,0,0.0,0,0.0,2019-08-20 04:12:00,3.0
0xb2d63299,36,3,2088928.89,3,1283600.0,2019-09-10 04:21:00,7.0
0xb2d1a419,2,2,262609.39,1,131000.0,2019-09-24 07:06:00,6.0
0xb2d60cd5,58,2,103605.94,7,101791.57,2019-09-28 19:51:00,24.0
0xb2d6b761,1,3,33181.0,0,0.0,2019-09-21 23:51:00,5.0
0xb2d1fe60,0,0,0.0,0,0.0,2019-08-19 22:09:00,12.0
0xb2d42b00,1,0,0.0,0,0.0,2019-08-13 04:24:00,2.0
0xb2d230da,0,0,0.0,0,0.0,,0.0
0xb2d06427,0,0,0.0,0,0.0,2019-06-21 05:14:00,0.0
0xb2d1a45d,8,2,47688.16,1,50000.0,2019-09-12 03:54:00,29.0
0xb2d0a3c2,1,1,11000.0,2,21581.0,2019-09-30 04:56:00,9.0
0xb2d5dbbb,41,0,0.0,4,4440.0,2019-09-27 11:51:00,14.0
0xb2d39637,0,0,0.0,0,0.0,2019-07-09 12:45:00,4.0
0xb2d43c7d,0,0,0.0,0,0.0,2019-09-26 11:12:00,4.0
0xb2d21918,0,0,0.0,0,0.0,2019-09-30 21:20:00,789.0
0xb2d5cbaa,0,0,0.0,0,0.0,2019-09-30 17:28:00,12.0
0xb2d621a7,4,1,51448.33,0,0.0,2019-09-23 18:35:00,1.0
0xb2d60936,0,0,0.0,0,0.0,2019-04-19 03:58:00,0.0
0xb2d49065,0,0,0.0,0,0.0,2019-08-16 06:56:00,9.0
0xb2d5f5c0,0,0,0.0,0,0.0,2019-09-17 15:59:00,4.0
0x3b9b2640,11,6,9444.33,4,9500.0,2019-09-30 09:57:00,159.0
0xb2d67ccf,0,0,0.0,0,0.0,2019-02-26 04:55:00,0.0
0xb2d1b590,4,0,0.0,0,0.0,2019-07-09 04:34:00,3.0
0xb2d29afc,1,1,13810.0,0,0.0,2019-09-21 23:51:00,7.0
0xb2d5637d,0,0,0.0,0,0.0,,0.0
0xb2d0f85d,1,0,0.0,0,0.0,,0.0
0xb2d2d5dc,0,0,0.0,0,0.0,,0.0
0xb2d26a54,23,6,534807.21,3,95000.0,2019-09-30 18:33:00,16.0
0xb2d0dbda,0,0,0.0,0,0.0,2019-08-16 04:37:00,3.0
0xb2d0d084,0,0,0.0,0,0.0,2019-08-21 04:05:00,4.0
0xb2d59fc3,10,4,402500.0,3,400000.0,2019-09-25 15:47:00,40.0
0xb2d51ddb,20,11,1100000.0,2,550000.0,2019-09-27 08:42:00,13.0
0xb2d646b8,36,3,430844.44,2,221400.0,2019-09-30 17:37:00,483.0
0xb2d4e7c8,1,3,85000.0,0,0.0,2019-09-17 23:52:00,7.0
0xb2d4442e,0,0,0.0,0,0.0,2019-07-12 15:40:00,3.0
0xb2d3c86d,0,0,0.0,0,0.0,2019-09-11 23:58:00,0.0
0xb2d54c6e,1,1,150000.0,1,150000.0,2019-09-19 05:10:00,5.0
0xb2d3cf6b,0,0,0.0,0,0.0,2019-09-21 23:52:00,6.0
0xb2d3e1bf,6,2,16620.0,5,8387.44,2019-09-30 08:00:00,107.0
0xb2d3c944,52,0,0.0,0,0.0,2019-09-02 11:30:00,7.0
0xb2d26602,1,2,113613.86,1,58000.0,2019-09-06 04:32:00,3.0
0xb2d2504f,4,2,165108.0,1,138000.0,2019-09-11 17:41:00,14.0
0xb2d43632,1,2,162342.0,1,81000.0,2019-09-20 09:46:00,7.0
0xb2d416b9,3,2,100000.0,1,70000.0,2019-09-03 03:57:00,14.0
0xb2d6be7f,0,0,0.0,0,0.0,2019-08-30 20:01:00,3.0
0xb2d613d3,0,0,0.0,0,0.0,2019-07-12 09:58:00,1.0
0xb2d65a72,0,0,0.0,0,0.0,2019-05-06 04:13:00,0.0
0xb2d2c3b0,3,1,15680.0,2,49590.0,2019-09-12 11:33:00,7.0
0xb2d32dd2,0,0,0.0,0,0.0,2019-09-29 09:26:00,134.0
0xb2d114e6,3,5,415853.47,3,162000.0,2019-09-30 18:34:00,25.0
0xb2d5bfeb,0,0,0.0,1,7100.0,2019-09-06 04:17:00,4.0
0xb2d23ed8,0,0,0.0,0,0.0,,0.0
