cust_no,X1,X2,X3,X4,X5,X6,X7,X8
0xb2d57332,277000,0.0,770.48,130000,0.0,0.0,0.0,0
0xb2d2b4b7,410000,0.0,150.81,0,0.0,0.0,0.0,0
0xb2d9369e,0,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d2163e,50000,0.0,2978.55,50000,0.0,0.0,0.0,0
0xb2d0827c,310000,0.0,273.8,0,1836.19,0.0,0.0,0
0xb2d49d63,388000,0.0,363.62,0,3896.98,0.0,0.0,0
0xb2d680e1,0,0.0,773.41,0,0.0,0.0,0.0,200000
0xb2d75743,0,0.0,3003.16,0,0.0,0.0,0.0,0
0xb2d24f02,0,0.0,681.27,0,0.0,0.0,0.0,0
0xb2d3102b,0,0.0,211.3,0,0.0,0.0,7533000.0,0
0xb2d2d506,0,400000.0,23241.37,0,0.0,0.0,0.0,200000
0xb2d64028,50000,0.0,2.11,0,0.0,0.0,0.0,0
0xb2d43139,0,0.0,140383.52,0,0.0,0.0,4371274.56,0
0xb2d43cf1,181000,0.0,589.42,0,0.0,0.0,0.0,0
0xb2d1ec50,0,0.0,2250.79,0,0.0,0.0,851546.05,0
0xb2d165a7,210000,0.0,7151.32,0,0.0,0.0,0.0,0
0xb2d09452,1382000,21496.0,2282.76,0,0.0,0.0,0.0,0
0xb2d6d74e,0,0.0,0.0,0,0.0,0.0,0.0,440000
0xb2d281de,204000,0.0,1430.38,20000,207.44,0.0,0.0,550000
0xb2d1a8c1,750000,0.0,0.0,150000,0.0,0.0,0.0,0
0xb2d50381,270000,0.0,49.91,0,0.0,0.0,0.0,0
0xb2d17e67,0,0.0,6269.73,0,0.0,0.0,0.0,0
0xb2d44dfe,0,0.0,11096.38,0,0.0,0.0,0.0,0
0xb2d2a377,0,0.0,10056.36,0,0.0,0.0,0.0,0
0xb2d2c0ba,234000,0.0,437.32,20000,0.0,0.0,0.0,0
0xb2d627d4,0,0.0,26645.11,0,0.0,0.0,0.0,0
0x3b9ae61d,0,0.0,377.49,0,15009.43,150570.35,0.0,0
0xb2d565d0,0,0.0,1933.55,0,0.0,0.0,4990000.0,0
0xb2d5fa62,64000,0.0,0.51,16000,0.0,0.0,0.0,850000
0xb2d95fc9,0,0.0,100.0,0,0.0,0.0,0.0,0
0xb2d3f0bc,0,0.0,1444.72,0,0.0,0.0,2590000.0,0
0xb2d53d59,10000,0.0,383.3,0,0.0,0.0,0.0,0
0xb2d25664,150000,0.0,101834.24,140000,0.0,20000.0,0.0,0
0xb2d06c3e,70000,0.0,752.92,0,0.0,0.0,0.0,0
0xb2d279d4,646000,0.0,752.58,0,0.0,0.0,0.0,0
0xb2d5a935,338000,0.0,689.72,47000,0.0,0.0,0.0,0
0xb2d3ff59,321000,0.0,295.55,0,0.0,0.0,0.0,0
0xb2d22436,0,0.0,33687.47,0,0.0,0.0,0.0,0
0xb2d6ab80,900000,0.0,3624.37,0,0.0,0.0,0.0,1000000
0xb2d2aec3,0,0.0,1220.32,0,0.0,0.0,0.0,0
0xb2d574c7,220000,0.0,83.68,0,0.0,0.0,0.0,0
0xb2d5de66,251000,0.0,741.03,0,0.0,0.0,0.0,0
0xb2d58901,0,0.0,147.38,0,0.0,0.0,990000.0,0
0xb2d1a46b,50000,0.0,1.82,0,0.0,0.0,0.0,0
0xb2d34649,0,0.0,23984.69,0,0.0,0.0,0.0,0
0xb2d38588,50000,0.0,3862.76,0,0.0,0.0,0.0,0
0xb2d1e10d,0,0.0,5005.33,0,0.0,0.0,0.0,0
0xb2d6b77d,0,0.0,2580.51,0,0.0,0.0,7800000.0,0
0xb2d2ebe9,0,0.0,626.91,0,0.0,0.0,0.0,0
0xb2d510c8,0,0.0,34098.6,0,0.0,0.0,0.0,0
0xb2d93b7e,80000,0.0,4.22,0,0.0,0.0,0.0,0
0xb2d501b0,91000,0.0,700.18,0,0.0,0.0,0.0,0
0xb2d95fc6,0,0.0,0.0,0,0.0,0.0,0.0,470000
0xb2d6b1e6,0,0.0,1954.13,0,0.0,0.0,0.0,0
0xb2d14df8,0,0.0,6422.49,0,0.0,0.0,0.0,0
0xb2d5dc1a,10000,0.0,948.29,0,0.0,0.0,0.0,0
0xb2d406fa,209000,0.0,376.19,0,0.0,0.0,0.0,0
0xb2d2db5d,0,0.0,3502.7,0,0.0,0.0,0.0,0
0xb2d5e80b,180000,0.0,11.47,0,0.0,0.0,0.0,0
0xb2d6a0cd,0,0.0,146.9,0,0.0,0.0,0.0,0
0xb2d27719,0,0.0,330.06,0,0.0,0.0,827777.64,0
0xb2d67cee,200000,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d6b3bd,150000,0.0,803.77,0,2850.38,0.0,0.0,200000
0xb2d0feba,0,0.0,15222.29,60000,0.0,0.0,0.0,0
0xb2d6f8e1,101000,0.0,251.4,0,0.0,0.0,0.0,0
0xb2d33443,0,0.0,7521.95,0,0.0,0.0,0.0,0
0xb2d0d77b,209000,0.0,514.39,20000,9.98,1.78,0.0,0
0xb2d9344f,0,0.0,261.8,0,0.0,0.0,0.0,0
0xb2d2c408,642000,0.0,40.1,0,0.0,0.0,0.0,0
0xb2d448d9,0,0.0,42111.53,0,0.0,0.0,3227777.7,0
0xb2d7c157,0,0.0,15.13,0,0.0,0.0,0.0,0
0xb2d68528,100000,0.0,7.74,0,0.0,0.0,0.0,0
0xb2d513d4,110000,0.0,0.0,0,14711.54,0.0,0.0,0
0xb2d931fd,30000,0.0,0.32,0,0.0,0.0,0.0,0
0xb2d5376b,667000,0.0,326.71,0,0.0,0.0,0.0,0
0xb2d68c1e,0,0.0,1401.4,0,0.0,0.0,0.0,0
0xb2d28d6c,0,0.0,3852.07,0,0.0,0.0,0.0,0
0xb2d3eff6,527000,0.0,212.04,0,0.0,0.0,0.0,0
0xb2d56d0b,115000,0.0,2718.9,0,0.0,0.0,0.0,0
0xb2d46745,0,0.0,16890.16,0,0.0,0.0,900000.0,0
0xb2d9265a,0,0.0,903.2,0,0.0,0.0,578388.89,0
0xb2d14234,100000,0.0,10.08,0,0.0,0.0,0.0,0
0xb2d78701,0,0.0,301.03,0,0.0,0.0,0.0,0
0xb2d5ef37,0,0.0,2261.6,0,0.0,0.0,0.0,0
0xb2d35d29,0,0.0,1946.67,0,0.0,0.0,0.0,0
0xb2d13283,0,0.0,2012.91,0,0.0,0.0,0.0,0
0xb2d2dbba,250000,0.0,1195.58,0,0.0,0.0,0.0,0
0xb2d10abd,1640000,0.0,710.42,0,0.0,0.0,0.0,1000000
0xb2d2a563,0,0.0,894.53,0,96.8,0.0,8215625.0,0
0xb2d2b5d4,0,0.0,35051.79,0,0.0,0.0,0.0,0
0xb2d6c281,0,0.0,813.04,0,0.0,0.0,0.0,0
0xb2d12065,102000,0.0,250.95,0,0.0,0.0,0.0,200000
0xb2d5cb4c,1010000,0.0,0.08,0,38.06,0.0,0.0,200000
0xb2d52e35,60000,0.0,1.2,0,0.0,0.0,0.0,0
0xb2d30617,0,0.0,9092.39,0,0.0,0.0,0.0,0
0xb2d12c4a,0,0.0,1205.77,0,0.0,0.0,0.0,0
0xb2d67dcc,0,0.0,454773.91,0,0.0,0.0,0.0,0
0xb2d10db7,466000,31098.94,3505.41,0,0.0,0.0,0.0,0
0xb2d203c3,0,0.0,3.98,0,0.0,0.0,3267744.76,0
0xb2d37caf,0,0.0,13.73,0,0.0,0.0,0.0,0
0xb2d1fb17,280000,0.0,5.18,0,0.0,0.0,0.0,200000
0xb2d395f6,2094000,0.0,467.34,0,0.0,0.0,0.0,0
0xb2d15077,105000,0.0,1.11,0,0.0,0.0,0.0,0
0xb2d0cff8,0,0.0,1157.92,0,0.0,0.0,0.0,300000
0xb2d63c38,90000,0.0,566.17,0,0.0,0.0,0.0,0
0xb2d17321,0,0.0,14.64,80000,0.0,160000.0,0.0,0
0xb2d6b94e,0,0.0,940.91,0,0.0,0.0,0.0,250000
0xb2d11795,0,0.0,2294.79,0,0.0,0.0,0.0,0
0xb2d3ab35,0,0.0,3796.98,0,0.0,0.0,0.0,0
0xb2d9136d,155000,0.0,2.22,0,0.0,0.0,0.0,0
0xb2d3efc6,0,0.0,539.45,0,0.0,0.0,2200000.0,0
0xb2d5ef88,0,0.0,7964.61,381000,0.0,0.0,0.0,500000
0xb2d110b1,390000,0.0,11718.95,0,0.0,0.0,0.0,1980000
0xb2d34772,60000,0.0,1053.04,0,0.0,0.0,0.0,0
0x3b9b1b5a,0,0.0,2778.86,0,820324.53,0.0,0.0,0
0xb2d6a061,0,0.0,37562.32,0,0.0,0.0,0.0,0
0xb2d12704,0,0.0,19149.95,0,0.0,0.0,0.0,0
0xb2d9361a,0,0.0,1083.39,0,0.0,0.0,0.0,305000
0xb2d41eaf,353000,0.0,91.03,0,0.0,0.0,0.0,0
0xb2d2617a,0,0.0,3135.49,0,0.0,0.0,1141478.15,0
0xb2d5a575,605000,0.0,221.8,0,0.0,0.0,0.0,255000
0xb2d1bbcc,1000000,0.0,94.45,2000000,0.0,0.0,0.0,0
0xb2d64f46,150000,0.0,5529.98,0,0.0,0.0,0.0,0
0xb2d7ae70,0,0.0,7109.31,0,0.0,0.0,648476.16,0
0xb2d6848f,0,0.0,9984.11,0,0.0,0.0,0.0,0
0x3b9af148,20000,0.0,9739.29,0,0.0,0.0,0.0,0
0xb2d955df,0,0.0,44.33,0,0.0,0.0,0.0,0
0xb2d5d45e,0,0.0,12424.87,0,0.0,0.0,0.0,0
0xb2d428f9,0,0.0,14758.39,0,0.0,0.0,0.0,0
0xb2d59b8b,100000,0.0,0.13,0,0.0,0.0,0.0,300000
0xb2d9794c,0,0.0,0.0,0,0.0,0.0,0.0,268000
0xb2d6ab65,0,0.0,4937.93,0,0.0,0.0,0.0,0
0xb2d6e94b,0,0.0,175.36,0,0.0,0.0,0.0,0
0xb2d1186d,0,0.0,81.9,0,0.0,0.0,0.0,0
0x3b9b3dbc,186000,0.0,836.39,0,0.0,0.0,0.0,0
0xb2d962ed,50000,0.0,3.06,0,0.0,0.0,0.0,0
0xb2d62c81,0,0.0,44.33,0,0.0,0.0,0.0,0
0xb2d69131,0,0.0,7216.04,0,0.0,0.0,0.0,0
0xb2d6476f,0,0.0,0.59,400000,20922.65,0.0,0.0,500000
0xb2d55a2a,58000,0.0,5027.82,0,0.0,0.0,0.0,0
0xb2d6aa69,0,0.0,10581.2,0,0.0,0.0,0.0,0
0xb2d6e6ba,0,0.0,558.41,0,0.0,0.0,4890000.0,0
0xb2d77fcc,0,0.0,417.12,0,0.0,0.0,0.0,0
0xb2d91f28,10000,0.0,0.61,0,0.0,0.0,0.0,0
0xb2d2137d,0,0.0,16366.62,0,0.0,0.0,0.0,0
0xb2d50df2,680000,0.0,3328.75,0,0.0,0.0,0.0,0
0xb2d97a51,110000,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d336b0,0,0.0,1379.11,0,0.0,0.0,1997683.38,0
0xb2d2a8b1,0,0.0,14804.66,0,0.0,0.0,0.0,0
0xb2d57191,0,0.0,1391.59,0,0.0,0.0,7790000.0,0
0xb2d34382,0,0.0,20632.16,0,0.0,0.0,0.0,0
0xb2d2c132,0,0.0,375.02,0,0.0,0.0,0.0,0
0xb2d8e91c,0,0.0,89.44,0,0.0,0.0,0.0,513000
0xb2d31ad8,0,0.0,1604.59,0,0.0,0.0,3985593.94,0
0xb2d208cd,0,5770.0,3.23,0,0.0,0.0,0.0,0
0xb2d699e6,300000,0.0,98.64,0,0.0,0.0,0.0,0
0xb2d20aaa,0,0.0,2.2,0,0.0,0.0,0.0,0
0xb2d0aa93,0,0.0,108.47,0,0.0,0.0,0.0,0
0xb2d4ae22,480000,0.0,31300.82,0,0.0,0.0,0.0,300000
0xb2d3491c,0,0.0,146.08,0,0.0,0.0,0.0,0
0xb2d0c27b,100000,0.0,431.09,0,0.0,0.0,0.0,0
0xb2d4973c,0,0.0,184.98,0,0.0,0.0,0.0,0
0xb2d55157,0,0.0,6522.13,0,0.0,0.0,0.0,0
0xb2d1c022,0,0.0,17082.82,0,0.0,0.0,0.0,0
0xb2d65d7a,50000,0.0,2.11,0,0.0,0.0,0.0,0
0xb2d08300,817000,0.0,736.17,0,0.0,0.0,0.0,0
0xb2d390e0,0,0.0,2225.08,0,0.0,0.0,10000000.0,0
0xb2d6369b,0,0.0,60269.44,0,4008.97,0.0,0.0,0
0xb2d129ad,0,0.0,4833.17,0,0.0,0.0,0.0,0
0xb2d6caa3,0,0.0,3802.13,0,0.0,0.0,0.0,0
0x3b9af2c2,0,0.0,45450.53,0,0.0,0.0,0.0,0
0xb2d644de,10000,0.0,0.21,0,0.0,0.0,0.0,0
0xb2d2d521,0,0.0,1384.55,0,0.0,0.0,0.0,0
0xb2d61f9d,25000,0.0,19837.22,0,0.0,0.0,0.0,0
0xb2d1c3a9,600000,0.0,30573.77,0,0.0,0.0,0.0,0
0xb2d2e901,0,0.0,8774.97,0,0.0,0.0,0.0,10000000
0xb2d32cae,0,0.0,504.04,0,0.0,0.0,1275472.81,0
0xb2d41ebe,250000,0.0,398.13,100000,0.0,0.0,0.0,0
0xb2d3f6fb,0,0.0,2922.46,0,0.0,0.0,0.0,0
0xb2d37508,0,0.0,136725.67,0,0.0,0.0,0.0,0
0xb2d4199c,0,0.0,10.4,0,0.0,0.0,10220000.0,0
0xb2d2d641,0,0.0,4586.26,0,0.0,0.0,1535052.31,0
0xb2d3b609,800000,0.0,15738.93,0,0.0,0.0,0.0,2000000
0xb2d688a0,10000,0.0,234.95,0,0.0,0.0,0.0,0
0xb2d5d899,200000,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d49358,0,0.0,2.56,160000,0.0,0.0,0.0,0
0xb2d2226e,0,0.0,69.99,0,0.0,0.0,0.0,0
0xb2d77390,0,0.0,83.45,0,0.0,0.0,0.0,400000
0xb2d109ee,0,0.0,22999.99,0,0.0,0.0,0.0,0
0xb2d3e4b6,0,0.0,3021.02,0,0.0,0.0,0.0,0
0xb2d5b862,254000,0.0,782.07,0,0.0,0.0,0.0,0
0xb2d932de,23000,0.0,0.25,0,0.0,0.0,0.0,0
0xb2d88af9,0,0.0,9.5,0,0.0,0.0,0.0,0
0xb2d393e6,0,0.0,7632.62,0,0.0,0.0,0.0,0
0xb2d63bba,0,0.0,3183.54,0,0.0,0.0,0.0,0
0xb2d29f84,0,0.0,2.43,0,5241.7,0.0,0.0,0
0xb2d3bbbe,2500000,0.0,0.0,0,0.0,0.0,0.0,0
0xb2d8fefa,50000,0.0,0.53,0,0.0,0.0,0.0,0
0xb2d0e636,0,0.0,2847.13,0,0.0,0.0,0.0,0
0xb2d16a27,160000,0.0,6744.81,0,0.0,0.0,0.0,0
0xb2d57479,205000,0.0,3361.85,0,0.0,0.0,0.0,0
0xb2d703f1,0,0.0,10105.02,0,0.0,0.0,0.0,0
0xb2d2131a,0,0.0,49.32,0,0.0,0.0,0.0,500000
0xb2d23ca5,350000,0.0,2587.32,0,0.0,0.0,0.0,200000
0xb2d614b1,0,0.0,317.11,0,0.0,0.0,0.0,0
0xb2d577a6,69000,0.0,2847.72,0,0.0,0.0,0.0,0
0x3b9b288f,1907000,352514.32,8.24,0,0.0,0.0,0.0,0
0xb2d2c55e,60000,0.0,1220.8,0,0.0,0.0,0.0,0
0xb2d90b54,0,0.0,45.93,0,0.0,0.0,0.0,700000
0xb2d91e44,0,0.0,77.22,0,0.0,0.0,1000000.0,0
0xb2d584bd,78000,0.0,5419.58,0,0.0,0.0,0.0,0
0xb2d15266,70000,0.0,68.24,0,16860.9,0.0,0.0,490000
0xb2d236f6,0,0.0,91.82,800000,0.0,0.0,0.0,0
0xb2d40d42,1100000,0.0,25.35,200000,0.0,0.0,0.0,0
0xb2d32fc0,0,0.0,299956.89,0,0.0,0.0,0.0,0
0xb2d51b66,0,0.0,26512.54,0,0.0,0.0,0.0,0
0xb2d5ea18,0,0.0,8.64,0,0.0,0.0,0.0,0
0xb2d92c45,0,0.0,44.33,0,0.0,0.0,0.0,0
0xb2d31196,1000000,0.0,3158.58,0,0.03,0.0,0.0,0
0xb2d20741,0,0.0,989.77,0,0.0,0.0,2518939.45,0
0xb2d5ef31,0,0.0,3680.36,0,0.0,0.0,580000.0,0
0xb2d23384,0,0.0,237.43,0,0.0,0.0,229765.34,0
0xb2d5f828,0,0.0,13457.72,0,0.0,0.0,0.0,0
0xb2d50a74,0,0.0,3168.84,0,0.0,0.0,1530000.0,0
0xb2d29729,0,0.0,99.34,0,0.0,0.0,1515810.29,0
0xb2d17d83,250000,0.0,83.41,0,0.0,0.0,0.0,0
0xb2d56a17,0,0.0,22303.14,0,0.0,0.0,0.0,0
0xb2d5d056,80000,0.0,1910.8,0,0.0,0.0,0.0,0
0xb2d12c05,0,0.0,514619.66,0,0.0,0.0,0.0,1350000
0xb2d2136b,0,0.0,23106.52,70000,4502.61,140179.26,0.0,0
0xb2d91493,46000,0.0,89.49,0,0.0,0.0,0.0,200000
0xb2d4108a,0,0.0,14281.57,0,0.0,0.0,0.0,0
0xb2d18026,258000,0.0,511.8,0,0.0,0.0,0.0,0
0xb2d3f2cf,0,0.0,11835.06,0,0.0,0.0,0.0,0
0xb2d28f4f,0,0.0,204268.95,0,0.0,0.0,0.0,0
0xb2d21e45,100000,0.0,8059.55,0,0.0,0.0,0.0,0
0xb2d21ffb,0,0.0,8415.46,0,0.0,0.0,592253.3,0
0xb2d188ae,0,0.0,32.94,0,0.0,0.0,0.0,500000
0xb2d8ea6c,0,0.0,10521.85,0,0.0,0.0,0.0,0
0xb2d6ccec,0,0.0,2152.48,120000,0.0,0.0,0.0,200000
0xb2d40fc7,0,0.0,5461.65,0,0.0,0.0,0.0,0
0xb2d31259,0,0.0,7.34,0,0.0,0.0,0.0,0
0xb2d0c998,180000,0.0,2021.47,0,0.0,0.0,0.0,0
0xb2d272cc,890000,0.0,2012.0,0,0.0,0.0,0.0,0
0xb2d26bfd,258000,0.0,17.79,0,0.0,0.0,0.0,0
0xb2d2916e,0,0.0,50484.44,0,0.0,0.0,0.0,0
0xb2d2785d,0,0.0,358.65,0,0.0,0.0,602608.33,0
0x3b9b38b2,120000,0.0,6232.38,0,0.0,0.0,0.0,0
0xb2d3b3ff,103000,0.0,391.86,0,0.0,0.0,0.0,0
0xb2d5818a,1723000,0.0,134.98,0,0.0,0.0,0.0,0
0xb2d14675,0,0.0,4.51,0,0.0,0.0,0.0,0
0xb2d4ebe1,0,0.0,624.92,0,0.0,0.0,0.0,0
0xb2d8fc8d,0,0.0,69.39,100000,0.0,0.0,0.0,300000
0xb2d17807,440000,0.0,21.87,50000,0.0,0.0,0.0,0
0xb2d68e9a,0,0.0,10.89,0,0.0,0.0,0.0,0
0xb2d22262,104000,0.0,7268.73,0,4900.3,19.12,0.0,0
0xb2d406e5,0,0.0,1492.07,0,0.0,0.0,0.0,0
0xb2d262fa,0,0.0,873.51,0,0.0,0.0,792017.79,0
0xb2d609fe,0,0.0,6220.32,0,0.0,0.0,0.0,0
0xb2d3f80f,0,0.0,0.0,0,0.0,0.0,3940000.0,0
0xb2d6a03a,0,0.0,34643.68,0,0.0,0.0,0.0,0
0xb2d68d0e,0,51000.0,0.07,0,0.0,0.0,2350000.0,0
0xb2d52535,0,0.0,7415.2,0,0.0,0.0,0.0,0
0xb2d10742,144000,0.0,11787.7,0,31.8,0.0,0.0,0
0xb2d63320,0,0.0,26038.56,0,0.0,0.0,0.0,0
0x3b9b17fd,0,0.0,101184.5,0,0.0,0.0,0.0,0
0xb2d1794e,94000,0.0,43.37,0,0.0,0.0,0.0,0
0xb2d1fcf7,0,0.0,5303.85,0,0.0,0.0,0.0,0
0x3b9af1d2,0,0.0,5671.84,0,0.0,0.0,59047.5,0
