cust_no,C1,C2
0xb2d63719,250002.64,2
0xb2d34e14,8.31,21
0xb2d374ab,33142.55,1
0xb2d08b19,355000.0,9
0xb2d5d58d,23096.84,1
0xb2d5d58a,530106.56,6
0xb2d61280,91551785.62,4
0xb2d695fc,500626.82,3
0xb2d695f3,0.7,2
0xb2d43469,50095.32,2
0xb2d6960e,255332.94,2
0xb2d69605,1397000.0,17
0xb2d577af,203334.21,2
0xb2d61256,1494.47,1
0xb2d577cd,5584.08,1
0xb2d5d548,1083.3,1
0xb2d6123e,810084.72,3
0xb2d5b0be,181699.74,2
0xb2d5b0b8,6243.07,1
0xb2d6123b,292075.81,5
0xb2d61235,101006.17,2
0xb2d14639,830302.5,6
0xb2d5777f,101876.99,2
0xb2d8d5ed,200005.05,2
0xb2d5b0d6,67018.3,3
0xb2d5b0d3,169993.64,13
0xb2d4ef53,321010.58,5
0xb2d6122c,658384.84,6
0xb2d577a6,71847.72,5
0xb2d1f457,640004.64,3
0xb2d4ef62,529134.81,7
0xb2d1a7b6,26648.0,1
0xb2d25208,1971135.94,7
0xb2d14615,692292.94,15
0xb2d22d9c,300004.72,2
0xb2d515e7,213055.09,6
0xb2d1460f,440393.09,4
0xb2d5b0a9,472889.72,5
0xb2d95819,171124.12,3
0xb2d25217,310793.51,2
0xb2d69644,65223.54,1
0xb2d0e891,272355.17,9
0xb2d515ff,113775.36,4
0xb2d5b0a0,230007.4,5
0xb2d69638,87000.0,4
0xb2d8fa89,301131.27,2
0xb2d14a02,1101776.55,8
0xb2d28f0d,150008.63,3
0xb2d4f52f,108070.0,2
0xb2d2b3af,12.6,1
0xb2d8d59c,850589.52,1
0xb2d2b3a9,808036.35,7
0xb2d515d2,311844.7,4
0xb2d1a7f8,2025.66,2
0xb2d552d7,23.9,1
0xb2d75584,4238.42,1
0xb2d2b3d0,130029.35,2
0xb2d2b3dc,1951051.9,6
0xb2d4f50b,122430.69,2
0xb2d4f511,1.71,2
0x3b9b255c,201778.69,2
0xb2d2b3d6,221311.54,3
0xb2d28f4f,204268.95,1
0xb2d2ecfa,70196.34,5
0xb2d8d5e1,206003.76,2
0xb2d4f523,1388.35,1
0x3b9b254a,99211.59,5
0xb2d81635,388012.05,6
0xb2d40e29,204069.92,2
0xb2d81638,50001.06,2
0xb2d34ccd,1692.86,1
0xb2d28dbd,2508.48,1
0xb2d0e9e4,447045.71,3
0xb2d37379,1410809.58,3
0xb2d6f728,3999.41,1
0xb2d2eb41,1016656.67,7
0xb2d0e9ff,674801.41,3
0x3b9b24a8,3571024.88,15
0xb2d0e9f6,880032.63,7
0xb2d40e4a,3185.08,1
0xb2d08c1e,14093.25,3
0xb2d2eb7a,313095.33,3
0xb2d6f770,816827.17,3
0xb2d6114b,470611.16,6
0xb2d61145,70610.81,5
0xb2d2eb6e,1696665.18,1
0xb2d6f749,400083.37,2
0xb2d6f74f,1577.56,1
0xb2d83af2,40.18,1
0xb2d6111b,50765.73,1
0xb2d61112,352963.96,4
0xb2d16c52,901888.62,3
0xb2d957c5,255000.0,2
0xb2d61109,12109.5,1
0xb2d5afb3,1872.76,1
0xb2d8fa38,200720.87,2
0xb2d490ac,50.62,1
0xb2d20768,2582.34,1
0xb2d34cf7,753348.63,6
0xb2d551e7,896.3,1
0xb2d69587,94000.0,4
0xb2d4909d,200731.71,2
0xb2d34cfa,704346.24,2
0xb2d0b111,380039.56,7
0xb2d0ea1d,1390.14,1
0xb2d81647,210020.95,5
0xb2d147ad,560256.63,4
0xb2d0ea29,40465.2,2
0xb2d10e7a,69.58,1
0xb2d4ee06,2706.21,1
0xb2d4ee03,330009.57,4
0xb2d93320,200000.0,2
0xb2d16c13,1214.52,5
0xb2d20795,45001.9,3
0xb2d4c99d,51385.25,1
0xb2d551c0,220213.85,1
0xb2d4cd7e,1240136.55,6
0xb2d16c10,186699.9,3
0xb2d17003,279904.52,1
0xb2d93329,274973.27,2
0xb2d16c31,1569853.11,4
0xb2d10e8c,1204531.04,10
0xb2d551c6,1251038.02,4
0xb2d22c1f,194.35,1
0xb2d16fe8,3392985.23,6
0xb2d93311,50000.53,2
0xb2d16bec,552998.88,5
0xb2d93350,39.37,1
0xb2d3d190,529079.05,2
0xb2d1a8fd,320097.09,12
0xb2d8fa23,10002.32,2
0xb2d2694b,179715.51,4
0xb2d10e50,5578145.55,5
0xb2d2692a,615.74,1
0xb2d551ab,224089.36,7
0xb2d16bf8,6000.19,2
0xb2d10e65,100449.8,3
0xb2d3d172,300204.28,4
0xb2d373ca,20148.68,1
0xb2d4ee5a,50005.72,1
0xb2d3d16f,173.56,1
0xb2d1cde4,900008.49,6
0xb2d1cdd2,905004.18,6
0xb2d2c6ea,14039.83,1
0xb2d2c6ed,103852.85,2
0xb2d4ee48,123937.66,4
0xb2d16c40,182350.72,3
0xb2d1701b,397210.17,19
0xb2d3accd,610823.82,3
0xb2d3d13c,1724.51,1
0xb2d28dfc,81829.01,1
0xb2d22c79,1186204.2,7
0xb2d1700c,50000.41,3
0xb2d1700f,29730.52,1
0xb2d28de7,892.46,11
0xb2d1a939,434941.26,12
0xb2d6f6c5,164.34,1
0x3b9b244b,672560.56,3
0xb2d79172,136556.05,3
0xb2d373f1,30140.26,1
0xb2d40eaa,11203484.01,3
0xb2d6f6c2,50000.53,2
0xb2d6f6b3,300003.17,2
0xb2d9579e,330000.0,2
0xb2d34d5a,4460.1,1
0xb2d0e981,474938.39,4
0xb2d40ec2,475067.28,5
0xb2d6d250,1469.72,1
0xb2d63638,501028.53,4
0xb2d75485,130003.49,3
0xb2d40ed1,364491.21,2
0xb2d4cdf9,100004.71,2
0xb2d5770a,50027.4,3
0xb2d6361d,1481.45,1
0xb2d1cd8d,93318.49,3
0xb2d7546d,184074.71,1
0xb2d5d4b2,12462.45,1
0xb2d34d3f,191562.75,3
0xb2d8f9cf,438052.35,5
0xb2d6d205,603885.83,3
0xb2d5b013,103073.6,2
0xb2d43364,19521.33,1
0xb2d8f9d8,100003.17,3
0xb2d1a8dc,214223.68,3
0xb2d46ca6,165438.2,3
0xb2d1476b,1200094.29,4
0xb2d0e9c9,300091.97,4
0xb2d49115,5043.31,1
0xb2d5d482,61326.5,5
0xb2d57704,383434.18,6
0xb2d57701,481715.25,5
0xb2d08bf4,1929.14,2
0xb2d49103,4534.59,1
0xb2d8f9c0,100003.17,2
0xb2d5d485,17380.83,1
0xb2d10e3b,550003.03,6
0xb2d6951e,3024.72,1
0xb2d55259,99422.16,3
0xb2d576c5,153834.24,2
0xb2d43385,600731.56,7
0xb2d0b0a5,1883.6,1
0xb2d43394,660131.16,4
0xb2d5154e,0.88,1
0xb2d51932,156005.97,6
0xb2d5d476,410886.75,2
0xb2d14b22,958681.64,5
0xb2d61166,441220.01,4
0xb2d576e0,390860.01,2
0xb2d49139,470562.9,3
0xb2d5b001,331376.09,9
0xb2d4cdea,103243137.05,11
0xb2d1a8ac,204049.07,6
0xb2d14b0a,80010.23,2
0xb2d518fc,151300.76,1
0xb2d1a8af,1021327.2,9
0xb2d10e05,317101.39,8
0xb2d932b7,4608.83,1
0xb2d4ee81,2030082.24,3
0xb2d10e14,723293.55,5
0xb2d8d51e,501877.82,2
0xb2d93296,12800.0,2
0xb2d8d518,7786.8,1
0xb2d22c9a,5.04,7
0xb2d10e1d,550000.0,4
0xb2d14ae0,131120.68,2
0xb2d551ff,24000001.0,2
0xb2d22c9d,2106050.57,8
0xb2d932de,23000.25,3
0xb2d22ca0,160252.46,2
0xb2d22ca3,260008.9,4
0xb2d1a891,2071443.44,6
0xb2d16b89,402723.87,2
0xb2d14714,765395.72,4
0xb2d518f3,50960.45,1
0xb2d815a8,1.06,1
0xb2d51518,75767.75,2
0xb2d4f48a,470452.46,5
0xb2d2ebe9,626.91,1
0xb2d28e32,6216.7,1
0x3b9b248d,1400999.77,9
0xb2d1cd57,482373.55,4
0xb2d16fca,330064.15,6
0xb2d6f6fe,150099.71,2
0xb2d1cd45,1429980.63,8
0xb2d8d4d9,21.07,1
0xb2d1a8d3,22027.82,1
0xb2d28e86,80406.79,6
0xb2d2ec0a,143.0,1
0xb2d8d4d0,762047.71,6
0xb2d2ec04,43.53,1
0xb2d1cd36,332361.01,8
0xb2d1a8c1,750000.0,4
0xb2d28e62,664.13,1
0xb2d3ad3c,42175.16,2
0xb2d37409,359.34,1
0xb2d43565,704875.44,6
0xb2d39abe,282486.76,5
0xb2d39abb,624631.15,7
0xb2d8fcbd,10.01,2
0xb2d3d3bb,291535.16,3
0xb2d34f79,376962.99,2
0xb2d45a0d,34068.65,1
0xb2d4f0bb,447718.59,5
0xb2d3d3a6,203645.03,2
0xb2d0b1a4,4238.3,2
0xb2d37613,2639.94,1
0xb2d1710e,703039.56,9
0xb2d6bcab,7807.49,1
0xb2d6bcb1,211461.37,3
0xb2d45a2b,200440.69,3
0xb2d22e7d,360198.16,3
0xb2d8048c,300007.49,3
0xb2d63854,50002.11,2
0xb2d6384b,600611.15,3
0xb2d0b1ce,206834.02,3
0xb2d6bc9c,320013.97,3
0xb2d6383f,199002.1,2
0xb2d0b1c5,1002414.86,4
0xb2d22ead,1280.32,3
0xb2d10f5e,500028.46,4
0xb2d10f76,721458.2,9
0xb2d6bcc0,2223467.41,3
0xb2d6bcc6,60055.56,1
0xb2d29024,100011.15,3
0xb2d16d06,240639.72,3
0xb2d25346,4641179.1,11
0xb2d8c38a,20000.21,2
0xb2d578f3,1104587.86,7
0xb2d16d03,1828823.85,11
0xb2d8c381,10000.11,2
0xb2d16cfa,281259.9,14
0xb2d8c384,280002.96,2
0xb2d92132,235531.48,2
0xb2d22ed1,3033841.52,13
0xb2d2535b,10174.51,1
0xb2d1aa02,860877.93,7
0xb2d92123,50001.58,2
0xb2d92120,6461.84,1
0xb2d25349,849.55,1
0xb2d170c3,386696.29,4
0xb2d5d668,1306000.02,11
0xb2d16cd3,350059.34,2
0xb2d5d677,154723.59,2
0xb2d6bd0b,3.64,1
0xb2d10f43,380000.92,9
0xb2d6bd08,508886.99,2
0xb2d16cf1,3641.81,1
0xb2d10f52,1066215.46,4
0xb2d65d41,303492.4,2
0xb2d1a9e1,160019.15,7
0xb2d51725,585021.36,4
0x3b9b242d,208655.02,5
0xb2d95a02,609.11,1
0xb2d8fc72,500076.09,3
0xb2d2538e,528062.91,10
0xb2d312a1,1861.99,1
0xb2d8fc7e,501803.7,2
0xb2d51737,133005.76,8
0xb2d8fc5d,0.21,1
0xb2d8fc96,342415.69,2
0xb2d65d7a,50002.11,2
0xb2d39ae5,972009.3,3
0xb2d8c357,560000.0,2
0xb2d65d83,100004.22,2
0xb2d8c375,930014.36,11
0xb2d170ff,794112.71,7
0xb2d43550,198379.94,1
0xb2d8fc8d,300069.39,2
0xb2d8c36c,40000.74,3
0xb2d34fb8,6416.72,1
0xb2d4f11e,177041.4,5
0xb2d4937c,1005.62,1
0xb2d39b36,4045814.61,5
0xb2d51bae,2.01,1
0xb2d6bc75,502466.31,2
0xb2d517df,1319.3,1
0xb2d39afd,76.64,1
0xb2d4f142,254.55,1
0xb2d8fc4b,813474.47,4
0xb2d39b03,180150.15,2
0xb2d5fbdc,5026.06,1
0xb2d3d40c,530022.2,5
0xb2d4f175,1073485.17,7
0xb2d97eaa,300000.0,2
0xb2d59e22,96005.06,3
0xb2d5fbd9,100488.12,2
0xb2d3d403,351.5,1
0xb2d10f1f,1015034.53,5
0xb2d4f178,3003.97,1
0xb2d638cf,405358.86,18
0xb2d37676,368447.46,4
0xb2d0b162,152081.31,4
0xb2d1a9cf,410205.99,2
0xb2d5fbb2,3808.24,1
0xb2d4f160,82002.15,5
0xb2d3d3fa,442446.52,6
0xb2d10f25,900004.23,3
0xb2d16cc1,100018.03,6
0xb2d14c39,248368.02,1
0xb2d5fbc4,40057.98,2
0xb2d4f166,2007.58,1
0xb2d14c30,100856.94,4
0xb2d45aac,75807.14,2
0xb2d803f9,49.72,1
0xb2d59e04,396741.54,5
0xb2d25391,60.07,1
0xb2d0ea83,510739.48,2
0xb2d638b4,200000.57,2
0xb2d59df5,4845.19,1
0xb2d59df8,1751819.96,5
0xb2d0ea86,994953.32,5
0xb2d1a9a5,2065911.33,6
0xb2d0ea8f,153510.79,6
0xb2d10efb,350222.83,5
0xb2d53c57,1564474.09,12
0xb2d1706f,782108.58,4
0xb2d16c8e,22.45,1
0xb2d1ce0e,3195.85,2
0xb2d53c54,454025.86,3
0xb2d16c85,131676.41,4
0xb2d59dce,1771.13,2
0xb2d253d0,36.66,1
0xb2d59de6,279069.18,4
0xb2d959c9,25001.32,2
0xb2d53c7b,230048.9,4
0xb2d959db,500100.01,3
0xb2d920ab,200711.85,2
0xb2d1a990,520950.83,5
0xb2d53c75,15001.08,2
0xb2d57947,62005.29,4
0xb2d51ba2,127284.83,4
0xb2d2b55f,163171.56,8
0xb2d53c3f,1160000.22,25
0xb2d6bc93,5200.03,1
0xb2d10ec8,55062.36,1
0xb2d10eda,534091.29,6
0xb2d5795c,472738.47,3
0xb2d53c51,81008.21,5
0xb2d10ee0,100008.24,3
0xb2d57953,554135.48,3
0xb2d6bc7e,201553.88,2
0xb2d959ff,35002.59,2
0xb2d31322,20003.98,2
0xb2d31316,11396.34,1
0xb2d51b8a,313.38,1
0xb2d435aa,8662.1,1
0xb2d2b57a,421655.1,3
0xb2d435ad,1004.02,1
0xb2d16cb2,1533399.49,8
0xb2d1ce2f,54462.99,5
0xb2d3133d,264.92,1
0xb2d83c7e,272978.22,2
0xb2d3119f,58501.27,5
0xb2d37553,465568.14,3
0xb2d34eaa,32.74,1
0xb2d31196,1003158.58,2
0xb2d2b406,200228.42,2
0xb2d11030,1070006.09,5
0xb2d37562,7224.32,1
0xb2d1102d,1350.05,1
0xb2d3118d,68392.32,2
0xb2d3118a,70225.49,6
0xb2d31187,233931.87,3
0xb2d3d2d4,240554.26,3
0xb2d4348a,2035394.58,3
0xb2d6bc06,11349.02,1
0xb2d43493,1088011.16,16
0xb2d6379a,150004.43,4
0xb2d3d2d1,190002.79,5
0xb2d63791,290013.31,2
0xb2d6378e,8251.53,1
0xb2d075a1,228673.03,6
0xb2d0759e,11001.68,1
0xb2d6378b,815836.2,4
0xb2d434b1,220878.0,2
0xb2d311a8,14074.98,2
0xb2d63782,3.27,2
0xb2d171fb,1100018.94,4
0xb2d6974c,37293.42,1
0xb2d63773,650118.81,5
0xb2d49265,400998.89,3
0xb2d92090,20.58,1
0xb2d16e1a,940394.07,6
0xb2d8039f,35.84,1
0xb2d63764,711076.55,5
0xb2d9207e,0.32,1
0xb2d97e1a,300000.0,2
0xb2d6375b,200794.1,6
0xb2d612ec,500063.45,2
0xb2d6f8ab,100004.22,2
0xb2d69755,2301.38,1
0xb2d0d766,55776.47,3
0xb2d5d5f3,75.47,1
0xb2d92081,30000.85,3
0xb2d0d721,13128.89,1
0xb2d11051,110058.46,4
0xb2d22dc3,611362.06,3
0xb2d6bbe2,1117115.83,6
0xb2d612e6,62.7,1
0xb2d4f03a,3004.92,1
0xb2d4f040,102537.15,3
0xb2d22db7,665487.61,8
0xb2d11054,11063.98,2
0xb2d75680,302358.68,1
0xb2d6f8e1,101251.4,2
0xb2d5d5ba,1544638.24,7
0xb2d6bbd0,6787.78,1
0xb2d6bbd6,90598.63,2
0xb2d11060,126.67,1
0xb2d612c2,1228762.58,4
0xb2d171c8,2137.35,17
0xb2d5d5c6,557263.74,5
0xb2d5d5cc,67863.63,1
0xb2d69770,5259.88,1
0xb2d92036,260093.38,4
0xb2d4efe0,109035.25,9
0xb2d5168c,8747.55,1
0xb2d1cf70,4182.83,1
0xb2d5d5ae,314389.34,2
0xb2d8fbbb,325008.18,3
0xb2d1cf67,742029.76,5
0xb2d8fbbe,602181.91,2
0xb2d61298,120014.0,1
0xb2d22df9,1530044.74,8
0xb2d5b10c,300010.96,4
0xb2d61295,661287.23,3
0xb2d171b6,6529.12,3
0xb2d171b9,880108.88,11
0xb2d51a40,307452.32,4
0xb2d5b118,252175.81,11
0xb2d95990,200000.0,2
0xb2d1f4fc,517442.23,12
0xb2d1cf2e,250039.33,3
0xb2d1cf34,1203238.92,5
0xb2d28f7c,50477.0,3
0xb2d9205d,321136.69,2
0xb2d5b112,852055.34,5
0xb2d4f5a4,200906.06,4
0xb2d4f5a7,200070.77,3
0xb2d2ed54,103090.1,1
0xb2d2b41b,0.43,2
0xb2d8fb82,503552.49,2
0xb2d252b9,120052.23,4
0xb2d51a1f,1405795.87,3
0xb2d252ad,100005.36,2
0xb2d34ef2,80416.76,4
0xb2d5b0e5,517777.32,2
0xb2d2b40f,20103.13,1
0xb2d8fba3,300009.5,2
0xb2d252c5,206.64,1
0xb2d4f586,83572.47,3
0xb2d4f595,967056.76,16
0xb2d311d2,200000.0,2
0xb2d3d2fe,51229.9,2
0xb2d2ed66,96805.88,1
0xb2d6bb97,1871.06,1
0xb2d434ed,4191.83,1
0xb2d3d36a,246001.89,7
0xb2d434f3,150038.4,3
0x3b9b3720,489000.0,9
0xb2d39a2b,505274.15,5
0x3b9b3717,3602.33,1
0xb2d10fcd,229239.12,4
0xb2d3d355,111506.04,2
0xb2d3d352,100008.87,2
0xb2d49295,528887.23,6
0xb2d43520,88.67,1
0xb2d4351d,5426.14,1
0xb2d45998,104.0,1
0xb2d43529,4003.53,1
0xb2d637f7,1030312.52,7
0xb2d459aa,330579.3,5
0xb2d11009,1885.45,1
0xb2d37568,1931.13,1
0xb2d637c7,105025.52,3
0xb2d492e9,262.95,1
0xb2d637c1,102521.26,1
0xb2d637c4,50001.6,2
0xb2d1f508,1795112.38,9
0xb2d1f50b,74.84,1
0xb2d6bb76,7064.59,1
0xb2d10fdf,770595.71,4
0xb2d459d1,205520.61,3
0xb2d6f87b,435417.56,1
0xb2d4f09a,662263.17,6
0xb2d22e50,2312.89,1
0xb2d83c15,501095.94,3
0xb2d16d8d,768000.0,14
0xb2d6bb5b,1085.49,1
0xb2d22e47,32097.94,2
0xb2d22e68,704351.17,7
0xb2d958ee,200000.0,2
0xb2d57878,401626.55,4
0xb2d57872,305448.33,3
0xb2d1714a,623909.43,4
0xb2d69710,160464.35,2
0xb2d252e0,360489.41,2
0xb2d57896,5862.18,1
0xb2d28fc4,10393.8,1
0xb2d958d6,1900091.62,4
0xb2d16d54,260093.68,3
0xb2d57851,80.33,1
0xb2d1713b,56001.23,2
0xb2d1ced7,120376.82,6
0xb2d516da,1447.48,1
0xb2d57857,120699.23,3
0xb2d69719,10000.32,2
0xb2d17144,114614.55,2
0xb2d17126,112110.95,3
0xb2d17123,113000.29,4
0xb2d28feb,266055.79,5
0xb2d51ad0,30822.01,1
0xb2d28ffd,23.68,1
0xb2d2b499,100037.43,2
0xb2d2edd2,4448.21,1
0xb2d2b49c,80274.06,2
0xb2d29018,100000.07,5
0xb2d2901b,1008.21,1
0xb2d2532b,123110.03,2
0xb2d39a64,54106.79,2
0x3b9b375c,238027.58,6
0xb2d2b4bd,816.42,1
0x3b9b3747,707102.52,4
0xb2d2b4b7,410150.81,5
0xb2d8fb25,1000015.84,2
0xb2d34f46,705.93,1
0x3b9b3744,1306794.98,6
0xb2d1729a,3037.95,1
0xb2d11114,43617.74,2
0xb2d0d7f0,559710.11,5
0xb2d3fa25,235000.0,4
0xb2d1112f,607581.02,4
0xb2d0765e,150032.05,5
0xb2d0d805,195736.45,3
0xb2d17297,837137.93,5
0xb2d0b357,636327.53,12
0xb2d4b956,462.19,4
0xb2d11135,140051.19,4
0xb2d16ebc,952052.6,5
0xb2d3fa0a,520369.27,8
0xb2d0769a,604982.13,2
0xb2d4b96e,102663.43,7
0x3b9b10a1,14.8,2
0xb2d4b965,1382.03,1
0xb2d45bd8,295116.94,3
0xb2d11105,150032.6,2
0xb2d922fd,950003.69,3
0xb2d922fa,13.9,1
0xb2d1f71e,9730.63,1
0xb2d68555,207007.23,2
0xb2d135d7,178065.3,4
0xb2d1d090,22.76,1
0xb2d0d838,13649.78,1
0xb2d135dd,14068.37,1
0xb2d39c38,64215.18,2
0xb2d1975a,503946.41,2
0xb2d6e2e5,3938.5,1
0xb2d135f2,236416.03,2
0xb2d39c20,150033.09,3
0xb2d1f751,16558.93,1
0xb2d1f74b,79.49,1
0xb2d1f75d,3616.15,1
0xb2d2b676,252041.77,3
0xb2d254f6,197400.0,4
0xb2d16ee3,100171.43,2
0xb2d65eb8,250010.58,2
0xb2d21bba,37.48,1
0xb2d254f0,1531.87,1
0xb2d16ed4,982298.4,7
0xb2d6e309,35062.32,2
0xb2d172b2,2709.2,1
0xb2d2550e,50215.83,2
0xb2d16ef2,365891.01,6
0xb2d0d832,7818.12,5
0xb2d59f36,342789.33,4
0xb2d8e9cd,60000.63,2
0xb2d5fced,50003.29,2
0xb2d2799e,5137077.41,9
0xb2d6856a,512443.77,3
0xb2d2b6a0,216076.09,2
0xb2d8e9c4,300003.17,2
0xb2d21c05,140002.65,3
0xb2d2b688,1235259.89,3
0xb2d2b685,144.26,1
0xb2d9476c,13.21,1
0xb2d639d7,48742.91,2
0xb2d53d98,38463.85,3
0xb2d5fcb7,290062.3,3
0xb2d685a9,3.73,1
0xb2d5fcb1,659846.16,5
0xb2d639cb,100403.01,2
0xb2d5417c,1500041.86,2
0xb2d639bf,2000.78,1
0xb2d59f27,400000.0,3
0xb2d3144e,25089.97,1
0xb2d94799,1570010.56,4
0xb2d685ac,15005.34,2
0xb2d94790,500000.0,4
0xb2d1d021,850704.42,1
0xb2d685b2,202222.48,3
0xb2d13598,2072.55,1
0xb2d639a7,608640.84,6
0xb2d639ad,400008.51,2
0xb2d57a88,113603.75,4
0xb2d5d827,100478.4,1
0xb2d6399e,200712.09,2
0xb2d922be,2930.17,1
0xb2d53d80,3838.59,1
0xb2d59f03,230016.65,8
0xb2d33917,116581.0,6
0xb2d57a97,50315.96,2
0xb2d279d4,646752.58,4
0xb2d59efd,769.18,2
0xb2d5d815,170049.14,3
0xb2d57a8b,2015092.44,5
0xb2d2db3f,249036.32,14
0xb2d2db45,109533.62,2
0xb2d59eee,200045.07,2
0xb2d8e982,400025.27,3
0xb2d5d7f4,38529.8,1
0xb2d51cb3,100007.75,2
0xb2d8e9a3,100001.06,2
0xb2d8e5c2,210002.22,2
0xb2d57a4c,1915111.86,6
0xb2d0763a,1167304.88,4
0xb2d53d59,10383.3,2
0xb2d68567,7827.16,1
0xb2d53d62,850000.29,4
0xb2d57a5e,490236.53,3
0xb2d45b99,6.97,1
0xb2d6be82,854390.97,7
0xb2d45c2c,890286.66,3
0xb2d075f5,162513.03,3
0xb2d3c16d,252835.51,3
0xb2d41f2d,3334190.23,5
0xb2d110b1,2381718.95,4
0xb2d41f30,83829.99,2
0xb2d7442c,402841.43,3
0xb2d0d790,521404.14,1
0xb2d1f76f,3187.3,1
0xb2d3fa7f,4223.88,1
0xb2d9228b,220000.21,3
0xb2d3c14f,186066.55,4
0xb2d41f48,180050.74,3
0xb2d0b321,63802.32,3
0xb2d41f4b,203706.31,2
0xb2d0b315,0.77,2
0xb2d39cc8,1259375.13,4
0xb2d74462,501776.36,2
0xb2d8c504,47.86,1
0xb2d3c13a,120198.57,2
0xb2d39cc5,40390.82,1
0xb2d4b9fe,586.47,2
0xb2d3fa58,428166.68,7
0xb2d1d018,472297.18,5
0xb2d2554a,710787.06,20
0xb2d13565,2.41,1
0xb2d21c1a,132046.0,2
0xb2d0d7c9,1703.43,1
0xb2d19313,322054.23,4
0xb2d196e8,50000.0,2
0xb2d39ca1,26623.86,2
0xb2d17264,675570.39,10
0xb2d1357a,381172.78,6
0xb2d6be01,830209.85,2
0xb2d0d7d8,416824.62,3
0xb2d1f7b7,25395.46,1
0xb2d39cad,20010.39,3
0xb2d25553,325787.48,5
0xb2d1cffa,3.1,1
0xb2d21c23,300062.19,2
0xb2d16e9b,300002.3,2
0xb2d1724f,841007.52,5
0xb2d279e3,705.52,1
0xb2d16e68,840001.94,7
0xb2d684fe,150000.0,2
0xb2d16e62,125000.0,6
0xb2d6e2af,610.11,1
0xb2d17258,510046.4,7
0xb2d5fd71,870125.84,6
0xb2d6e28e,400001.02,2
0xb2d0d7a8,550852.84,3
0xb2d6e297,3072000.87,5
0xb2d1354d,16.77,2
0xb2d0d7ae,541283.97,10
0xb2d4dea3,633624.2,6
0xb2d7440b,30075.79,3
0xb2d110db,1503799.05,3
0xb2d6e29d,253641.12,3
0xb2d4deac,370659.14,1
0xb2d2db84,60315.77,1
0xb2d68501,50423.19,2
0xb2d196b8,1007699.59,14
0xb2d5fd65,640039.8,6
0xb2d59fb1,6.58,1
0xb2d192ec,1303.59,1
0xb2d2b71b,10095.94,1
0xb2d68516,914427.91,3
